epoch,train_loss,train_loss_metric,train_loss_teacher_similarity,train_loss_positive_consistency,train_loss_quantization,train_loss_balance,train_loss_decorrelation,train_positive_hamming,train_mean_abs_bit_balance,train_mean_abs_continuous,train_pos_dist,train_neg_dist,train_positive_tail_loss,train_lr,train_temperature,val_pos_mean,val_pos_p95,val_pos_p99,val_valid_anchor_count,val_skipped_anchor_count,val_valid_anchor_ratio,val_fpr_at_tpr95,val_tpr_at_fpr_1e_4,val_roc_auc,val_eer,val_neg_mean,val_neg_p01,val_neg_p05,val_active_triplet_ratio,val_loss,val_batch_count,val_configured_finger_count,val_configured_batch_count,val_configured_batch_size,val_planned_positive_count,val_bit_one_fraction,val_bit_balance_error,val_constant_bit_ratio,val_checkpoint_selection_score,early_stop_best_selection_score,no_improve_epochs
59,0.05957,0.03586,0.004797,0.1436,0.06589,0.007666,0.01052,0.1043,0.06995,0.8788,0.6294,1.209,0.003431,0.0006798,0.4043,0.1604,0.2812,0.3594,8192,0,1,0.0002549,0.9318,0.9996,0.009369,0.4941,0.3633,0.4082,0.06494,0.002261,256,7,256,32,8192,0.496,0.04532,0,0.8238,0.824,58
60,0.05826,0.0347,0.004813,0.1426,0.06532,0.007688,0.01057,0.1035,0.07004,0.8798,0.6266,1.21,0.003325,0.0006699,0.3981,0.16,0.2832,0.3594,8192,0,1,0.0003744,0.9308,0.9996,0.009299,0.4943,0.3633,0.4082,0.06787,0.002338,256,7,256,32,8192,0.496,0.04462,0,0.8236,0.824,59
61,0.05848,0.03495,0.004834,0.1423,0.06512,0.007736,0.01058,0.1034,0.07026,0.8802,0.6264,1.21,0.003336,0.00066,0.392,0.1602,0.2812,0.3633,8192,0,1,0.0003146,0.9298,0.9996,0.009982,0.4943,0.3633,0.4082,0.06824,0.002391,256,7,256,32,8192,0.4954,0.04479,0,0.8239,0.824,60
62,0.05839,0.03489,0.004845,0.1421,0.06496,0.007767,0.01056,0.1033,0.07041,0.8805,0.6261,1.209,0.003349,0.00065,0.3861,0.1603,0.2812,0.3594,8192,0,1,0.0003186,0.9275,0.9996,0.009687,0.4941,0.3633,0.4082,0.06812,0.002304,256,7,256,32,8192,0.4955,0.04511,0,0.8238,0.824,61
63,0.05836,0.03489,0.004861,0.1419,0.06475,0.007684,0.01054,0.1033,0.06997,0.8808,0.6259,1.209,0.003299,0.0006399,0.3802,0.1597,0.2812,0.3594,8192,0,1,0.0003146,0.9282,0.9996,0.009397,0.4939,0.3633,0.4082,0.06641,0.002363,256,7,256,32,8192,0.4958,0.04582,0,0.8239,0.824,62
64,0.05824,0.03481,0.004855,0.1417,0.06459,0.00775,0.01057,0.1031,0.07029,0.8811,0.6254,1.209,0.00334,0.0006297,0.3744,0.1612,0.2832,0.3615,8192,0,1,0.0003345,0.9281,0.9996,0.009628,0.4947,0.3652,0.4102,0.06665,0.002253,256,7,256,32,8192,0.4964,0.04274,0,0.8235,0.824,63
65,0.05768,0.03433,0.004864,0.1412,0.06425,0.007741,0.01056,0.1029,0.07028,0.8817,0.6247,1.21,0.003282,0.0006195,0.3687,0.1603,0.2812,0.3633,8192,0,1,0.0002788,0.929,0.9995,0.009901,0.4943,0.3633,0.4082,0.06616,0.002319,256,7,256,32,8192,0.4955,0.04489,0,0.8239,0.824,64
66,0.05745,0.03412,0.004877,0.141,0.06421,0.007695,0.0106,0.1025,0.07006,0.8817,0.6236,1.209,0.003247,0.0006093,0.3631,0.1605,0.2793,0.3594,8192,0,1,0.0002628,0.9363,0.9996,0.009609,0.494,0.3633,0.4082,0.06763,0.002302,256,7,256,32,8192,0.4963,0.04569,0,0.8241,0.824,65
67,0.05717,0.03389,0.004881,0.1407,0.06396,0.00773,0.01057,0.1025,0.07019,0.8822,0.6234,1.21,0.003247,0.000599,0.3576,0.1604,0.2812,0.3633,8192,0,1,0.0003584,0.934,0.9995,0.01007,0.4942,0.3633,0.4082,0.06628,0.002285,256,7,256,32,8192,0.4956,0.04498,0,0.8238,0.824,66
68,0.05726,0.03404,0.004894,0.1404,0.06368,0.007779,0.0106,0.1023,0.07047,0.8827,0.6226,1.21,0.003254,0.0005887,0.3521,0.1608,0.2812,0.3596,8192,0,1,0.0002867,0.9319,0.9995,0.009722,0.4944,0.3633,0.4102,0.0675,0.002266,256,7,256,32,8192,0.4956,0.04399,0,0.8238,0.824,67
69,0.05701,0.03379,0.004901,0.1404,0.06367,0.007754,0.01061,0.1023,0.07033,0.8827,0.6227,1.21,0.003236,0.0005783,0.3467,0.1605,0.2793,0.3615,8192,0,1,0.0002907,0.923,0.9995,0.009971,0.4941,0.3633,0.4082,0.06592,0.002279,256,7,256,32,8192,0.4955,0.04547,0,0.8241,0.824,68
70,0.05633,0.03325,0.004914,0.1394,0.06308,0.00782,0.01067,0.1016,0.07063,0.8838,0.6204,1.21,0.003209,0.0005679,0.3415,0.1603,0.2793,0.3596,8192,0,1,0.0002748,0.9297,0.9996,0.009532,0.494,0.3633,0.4082,0.06506,0.002259,256,7,256,32,8192,0.4959,0.04572,0,0.8241,0.824,69
71,0.0567,0.0336,0.004928,0.1396,0.06306,0.007812,0.01063,0.102,0.07059,0.8838,0.6216,1.21,0.003252,0.0005574,0.3363,0.1607,0.2793,0.3615,8192,0,1,0.0002788,0.9374,0.9996,0.009713,0.4943,0.3633,0.4102,0.06653,0.002264,256,7,256,32,8192,0.4964,0.04446,0,0.8241,0.824,70
72,0.05619,0.03317,0.004931,0.1391,0.06273,0.00775,0.01063,0.1015,0.07028,0.8844,0.6202,1.21,0.003178,0.000547,0.3311,0.1601,0.2793,0.3576,8192,0,1,0.0002828,0.9387,0.9996,0.009203,0.4941,0.3633,0.4082,0.0675,0.002307,256,7,256,32,8192,0.4957,0.04487,0,0.8242,0.824,71
73,0.056,0.03301,0.004942,0.1389,0.06262,0.007746,0.01066,0.1015,0.07031,0.8846,0.6199,1.21,0.003167,0.0005365,0.3261,0.1608,0.2812,0.3613,8192,0,1,0.0003226,0.9332,0.9996,0.009565,0.4942,0.3633,0.4082,0.06726,0.002321,256,7,256,32,8192,0.4955,0.04481,0,0.8237,0.824,72
74,0.05616,0.03317,0.004939,0.1389,0.06264,0.007765,0.01063,0.1014,0.07037,0.8846,0.6198,1.21,0.00319,0.000526,0.3211,0.1604,0.2812,0.3615,8192,0,1,0.0002708,0.933,0.9996,0.009891,0.4944,0.3633,0.4082,0.06616,0.002282,256,7,256,32,8192,0.4954,0.04432,0,0.8239,0.824,73
75,0.0558,0.03289,0.00496,0.1383,0.06226,0.007833,0.01069,0.1011,0.07069,0.8853,0.6185,1.21,0.00314,0.0005155,0.3162,0.1606,0.2793,0.3613,8192,0,1,0.0002867,0.9276,0.9996,0.009575,0.4945,0.3633,0.4102,0.06677,0.002267,256,7,256,32,8192,0.496,0.04374,0,0.8242,0.824,74
76,0.05514,0.03231,0.004953,0.1379,0.06199,0.007846,0.01069,0.1008,0.07075,0.8857,0.6176,1.21,0.003086,0.000505,0.3114,0.1603,0.2821,0.3594,8192,0,1,0.0003584,0.9344,0.9996,0.009502,0.4939,0.3613,0.4082,0.06909,0.00233,256,7,256,32,8192,0.4959,0.04549,0,0.8237,0.824,75
77,0.0553,0.03248,0.004971,0.1379,0.0618,0.007737,0.01069,0.1009,0.07025,0.886,0.6179,1.21,0.003124,0.0004945,0.3067,0.1601,0.2812,0.3615,8192,0,1,0.0002987,0.9359,0.9996,0.01007,0.494,0.3613,0.4082,0.06555,0.002321,256,7,256,32,8192,0.4958,0.04553,0,0.8238,0.824,76
78,0.05522,0.03247,0.004983,0.1374,0.06152,0.00783,0.01068,0.1005,0.07067,0.8865,0.6166,1.21,0.003109,0.000484,0.302,0.1604,0.2793,0.3574,8192,0,1,0.0002987,0.9323,0.9996,0.009521,0.494,0.3613,0.4082,0.0675,0.002233,256,7,256,32,8192,0.4948,0.04511,0,0.8241,0.824,77
79,0.05482,0.03209,0.004985,0.1372,0.06148,0.007797,0.01071,0.1004,0.07051,0.8866,0.6165,1.21,0.003067,0.0004735,0.2974,0.1606,0.2812,0.3613,8192,0,1,0.0002788,0.9363,0.9996,0.009906,0.4942,0.3613,0.4082,0.06824,0.002338,256,7,256,32,8192,0.4952,0.0448,0,0.8238,0.824,78
80,0.05483,0.03217,0.004981,0.1369,0.06118,0.007777,0.01076,0.1002,0.07043,0.8871,0.6158,1.21,0.003074,0.000463,0.2929,0.1602,0.2793,0.3594,8192,0,1,0.0002947,0.9346,0.9996,0.009593,0.494,0.3633,0.4082,0.0697,0.002293,256,7,256,32,8192,0.4956,0.04547,0,0.8241,0.824,79
81,0.05477,0.03211,0.004991,0.1368,0.06111,0.007818,0.01069,0.1002,0.07064,0.8873,0.6157,1.21,0.003075,0.0004526,0.2884,0.1608,0.2812,0.3613,8192,0,1,0.0002987,0.9344,0.9996,0.009638,0.4943,0.3633,0.4082,0.06763,0.002304,256,7,256,32,8192,0.4959,0.04437,0,0.8238,0.824,80
82,0.054,0.03143,0.005012,0.1362,0.06076,0.007839,0.01073,0.09976,0.07069,0.8879,0.6142,1.21,0.003032,0.0004421,0.284,0.1607,0.2793,0.3574,8192,0,1,0.0002748,0.9259,0.9996,0.009294,0.4944,0.3633,0.4082,0.06738,0.00224,256,7,256,32,8192,0.4953,0.04407,0,0.8241,0.824,81
83,0.05467,0.03205,0.005012,0.1366,0.06088,0.007787,0.01072,0.1002,0.07047,0.8877,0.6156,1.21,0.003074,0.0004317,0.2797,0.1603,0.2812,0.3556,8192,0,1,0.0002947,0.9274,0.9996,0.00906,0.4945,0.3633,0.4082,0.06702,0.002232,256,7,256,32,8192,0.4956,0.04358,0,0.8239,0.824,82
84,0.05394,0.03145,0.005024,0.1357,0.06035,0.007868,0.01072,0.0995,0.07084,0.8886,0.6133,1.21,0.003007,0.0004214,0.2754,0.1602,0.2812,0.3574,8192,0,1,0.000235,0.9305,0.9996,0.009332,0.4942,0.3633,0.4082,0.0675,0.002223,256,7,256,32,8192,0.4957,0.04447,0,0.8239,0.824,83
85,0.054,0.03152,0.005021,0.1357,0.06029,0.007784,0.01076,0.09959,0.07044,0.8887,0.6134,1.21,0.003053,0.000411,0.2712,0.1605,0.2793,0.3555,8192,0,1,0.000227,0.9315,0.9996,0.00877,0.4943,0.3633,0.4082,0.06702,0.002225,256,7,256,32,8192,0.4958,0.04443,0,0.8242,0.824,84
86,0.05399,0.03152,0.005019,0.1356,0.06025,0.00787,0.01077,0.09952,0.07084,0.8888,0.6132,1.21,0.003022,0.0004007,0.2671,0.1606,0.2812,0.3594,8192,0,1,0.0002828,0.9314,0.9996,0.009536,0.4944,0.3633,0.4082,0.06726,0.002274,256,7,256,32,8192,0.496,0.04439,0,0.8238,0.824,85
87,0.05362,0.03124,0.005043,0.1351,0.05982,0.007876,0.01077,0.09927,0.07085,0.8895,0.6125,1.21,0.003005,0.0003905,0.263,0.1605,0.2812,0.3555,8192,0,1,0.0002947,0.9335,0.9996,0.008832,0.4941,0.3633,0.4082,0.06909,0.002214,256,7,256,32,8192,0.4955,0.04536,0,0.8238,0.824,86
88,0.05346,0.03109,0.005065,0.1349,0.05969,0.007833,0.01072,0.09918,0.0707,0.8898,0.6121,1.21,0.003002,0.0003803,0.259,0.1601,0.2793,0.3555,8192,0,1,0.0003385,0.9325,0.9996,0.008993,0.4942,0.3613,0.4082,0.06714,0.002253,256,7,256,32,8192,0.4951,0.04456,0,0.8242,0.824,87
89,0.05312,0.03077,0.005047,0.1348,0.05971,0.007921,0.0108,0.09903,0.07108,0.8898,0.6116,1.21,0.002962,0.0003701,0.2551,0.1603,0.2812,0.3555,8192,0,1,0.0003266,0.9301,0.9996,0.008895,0.4936,0.3613,0.4082,0.07019,0.002216,256,7,256,32,8192,0.495,0.04676,0,0.8238,0.824,88
90,0.05302,0.03077,0.005065,0.1342,0.05928,0.00793,0.01082,0.09869,0.07114,0.8905,0.6105,1.21,0.002933,0.0003601,0.2512,0.1604,0.2812,0.3574,8192,0,1,0.0003704,0.9301,0.9996,0.009079,0.4941,0.3633,0.4082,0.06836,0.002238,256,7,256,32,8192,0.496,0.04483,0,0.8238,0.824,89
91,0.0531,0.03087,0.005061,0.1341,0.05914,0.007941,0.01082,0.09868,0.07112,0.8908,0.6103,1.21,0.002979,0.00035,0.2474,0.161,0.2812,0.3555,8192,0,1,0.0003146,0.9312,0.9996,0.009062,0.4944,0.3633,0.4082,0.06812,0.002191,256,7,256,32,8192,0.4955,0.04378,0,0.8238,0.824,90
92,0.05265,0.03045,0.005072,0.1339,0.05897,0.007795,0.01077,0.09864,0.07048,0.8911,0.6104,1.21,0.002929,0.0003401,0.2436,0.1608,0.2812,0.3556,8192,0,1,0.0002708,0.9338,0.9996,0.009228,0.4941,0.3613,0.4082,0.0647,0.002258,256,7,256,32,8192,0.4949,0.04519,0,0.8238,0.824,91
93,0.05255,0.03042,0.005075,0.1335,0.05874,0.007796,0.01079,0.09832,0.07047,0.8915,0.609,1.21,0.002947,0.0003302,0.2399,0.1607,0.2812,0.3555,8192,0,1,0.0003106,0.9333,0.9996,0.008691,0.4941,0.3613,0.4082,0.0697,0.002219,256,7,256,32,8192,0.4959,0.04481,0,0.8238,0.824,92
94,0.05254,0.03041,0.005087,0.1335,0.05869,0.007879,0.01082,0.09836,0.07089,0.8916,0.6093,1.21,0.002936,0.0003204,0.2362,0.1608,0.2793,0.3574,8192,0,1,0.0002907,0.9327,0.9996,0.009033,0.4944,0.3613,0.4082,0.06812,0.002174,256,7,256,32,8192,0.4954,0.04397,0,0.8241,0.824,93
95,0.05253,0.03043,0.005084,0.1333,0.05854,0.007891,0.01083,0.09824,0.07092,0.8918,0.6087,1.21,0.002929,0.0003107,0.2326,0.1605,0.2793,0.3555,8192,0,1,0.0003067,0.9354,0.9996,0.00908,0.4941,0.3613,0.4082,0.06616,0.002205,256,7,256,32,8192,0.4957,0.04517,0,0.8241,0.824,94
96,0.05226,0.03017,0.005098,0.1332,0.05845,0.007867,0.01086,0.09823,0.07084,0.892,0.6088,1.21,0.002942,0.0003011,0.2291,0.1607,0.2812,0.3555,8192,0,1,0.0003345,0.9309,0.9996,0.00865,0.4941,0.3633,0.4082,0.06848,0.002227,256,7,256,32,8192,0.4954,0.04532,0,0.8238,0.824,95
97,0.05199,0.02999,0.005097,0.1327,0.05818,0.007811,0.01085,0.09785,0.0706,0.8925,0.6075,1.21,0.00288,0.0002916,0.2256,0.1611,0.2812,0.3555,8192,0,1,0.0002907,0.9354,0.9996,0.008804,0.4942,0.3633,0.4082,0.06812,0.002246,256,7,256,32,8192,0.4951,0.04466,0,0.8237,0.824,96
98,0.0521,0.0301,0.005096,0.1326,0.05808,0.0078,0.01086,0.09793,0.07055,0.8927,0.6078,1.21,0.002882,0.0002822,0.2222,0.1608,0.2812,0.3574,8192,0,1,0.0002947,0.9355,0.9996,0.009137,0.4943,0.3613,0.4082,0.06799,0.002267,256,7,256,32,8192,0.4954,0.0444,0,0.8238,0.824,97
99,0.05167,0.02969,0.005101,0.1325,0.05804,0.007854,0.01086,0.09781,0.07074,0.8928,0.6075,1.21,0.00285,0.0002728,0.2188,0.161,0.2812,0.3574,8192,0,1,0.0003146,0.938,0.9996,0.009061,0.4943,0.3613,0.4082,0.06848,0.002237,256,7,256,32,8192,0.4952,0.04465,0,0.8238,0.824,98
100,0.05151,0.02963,0.005122,0.1319,0.05749,0.007999,0.01089,0.0975,0.07141,0.8938,0.6064,1.21,0.002853,0.0002636,0.2154,0.1607,0.2832,0.3555,8192,0,1,0.0003744,0.9357,0.9996,0.009001,0.4945,0.3633,0.4082,0.06921,0.002223,256,7,256,32,8192,0.4957,0.04381,0,0.8235,0.824,99
101,0.05165,0.0298,0.005121,0.1318,0.05742,0.007908,0.01087,0.09745,0.07099,0.8939,0.606,1.21,0.002901,0.0002545,0.2122,0.1608,0.2812,0.3517,8192,0,1,0.0003305,0.9304,0.9996,0.008635,0.4943,0.3633,0.4082,0.06738,0.002178,256,7,256,32,8192,0.4951,0.0446,0,0.8238,0.824,100
102,0.05123,0.02943,0.005136,0.1314,0.05708,0.007917,0.01089,0.09736,0.07107,0.8945,0.6058,1.21,0.002845,0.0002455,0.2089,0.1607,0.2812,0.3535,8192,0,1,0.0002748,0.9343,0.9996,0.009045,0.4945,0.3633,0.4082,0.06653,0.002187,256,7,256,32,8192,0.4953,0.04354,0,0.8239,0.824,101
103,0.05148,0.02968,0.005129,0.1315,0.05716,0.007912,0.01089,0.09737,0.07105,0.8944,0.6059,1.21,0.002851,0.0002366,0.2057,0.1608,0.2812,0.3535,8192,0,1,0.0002867,0.9352,0.9996,0.008613,0.4943,0.3633,0.4082,0.06567,0.002207,256,7,256,32,8192,0.496,0.04424,0,0.8238,0.824,102
104,0.05117,0.02939,0.005133,0.1314,0.05706,0.007904,0.01089,0.09727,0.07098,0.8945,0.6055,1.21,0.002836,0.0002278,0.2026,0.1598,0.2793,0.3555,8192,0,1,0.0003226,0.9349,0.9996,0.008874,0.4938,0.3613,0.4082,0.06799,0.002203,256,7,256,32,8192,0.4956,0.04591,0,0.8242,0.824,103
105,0.05108,0.02932,0.005141,0.1312,0.05695,0.007927,0.01089,0.09715,0.07103,0.8947,0.6052,1.21,0.002817,0.0002192,0.1995,0.1606,0.2812,0.3535,8192,0,1,0.0003266,0.9276,0.9996,0.008836,0.494,0.3633,0.4082,0.06873,0.002193,256,7,256,32,8192,0.4955,0.04485,0,0.8238,0.824,104
106,0.05073,0.02903,0.00514,0.1308,0.0567,0.00784,0.01089,0.097,0.07075,0.8952,0.6047,1.21,0.002798,0.0002107,0.1965,0.1609,0.2821,0.3535,8192,0,1,0.0003704,0.9301,0.9996,0.008363,0.4941,0.3633,0.4082,0.06726,0.002216,256,7,256,32,8192,0.4956,0.04515,0,0.8236,0.824,105
107,0.05038,0.02875,0.005147,0.1304,0.0564,0.007969,0.01093,0.09672,0.07132,0.8957,0.6037,1.21,0.002775,0.0002023,0.1935,0.1606,0.2812,0.3537,8192,0,1,0.0002987,0.9353,0.9996,0.008871,0.4942,0.3613,0.4082,0.06653,0.002159,256,7,256,32,8192,0.4957,0.04477,0,0.8238,0.824,106
108,0.05093,0.0293,0.005142,0.1305,0.05637,0.007933,0.01096,0.09694,0.0711,0.8958,0.6044,1.21,0.002823,0.000194,0.1905,0.1609,0.2812,0.3498,8192,0,1,0.0003266,0.933,0.9996,0.008607,0.4943,0.3633,0.4082,0.06726,0.002163,256,7,256,32,8192,0.4956,0.04463,0,0.8238,0.824,107
109,0.05056,0.02898,0.005157,0.1301,0.05616,0.00791,0.01096,0.09663,0.07101,0.8962,0.6033,1.21,0.002791,0.0001859,0.1876,0.1606,0.2793,0.3517,8192,0,1,0.0002589,0.9302,0.9996,0.008483,0.4941,0.3633,0.4082,0.06592,0.00216,256,7,256,32,8192,0.4955,0.04524,0,0.8241,0.824,108
110,0.05018,0.02865,0.005147,0.1298,0.05597,0.007911,0.01094,0.0964,0.07104,0.8965,0.6026,1.21,0.002753,0.000178,0.1848,0.1606,0.2812,0.3555,8192,0,1,0.0002987,0.9332,0.9996,0.008692,0.4941,0.3633,0.4082,0.06787,0.002214,256,7,256,32,8192,0.4955,0.0448,0,0.8238,0.824,109
111,0.05021,0.02872,0.005144,0.1296,0.05574,0.007919,0.011,0.09647,0.07105,0.8969,0.6026,1.211,0.002804,0.0001702,0.182,0.1607,0.2812,0.3535,8192,0,1,0.0003305,0.9332,0.9996,0.00881,0.4942,0.3633,0.4082,0.06812,0.002177,256,7,256,32,8192,0.4954,0.04478,0,0.8238,0.824,110
112,0.05014,0.02869,0.005179,0.1294,0.05546,0.00793,0.01098,0.09647,0.07116,0.8974,0.6028,1.21,0.002786,0.0001625,0.1792,0.1606,0.2832,0.3516,8192,0,1,0.0002867,0.9352,0.9996,0.008518,0.4943,0.3613,0.4082,0.0675,0.002166,256,7,256,32,8192,0.4954,0.04406,0,0.8236,0.824,111
113,0.04993,0.02849,0.005154,0.1293,0.05552,0.007909,0.01096,0.09634,0.07104,0.8974,0.6023,1.21,0.002743,0.000155,0.1765,0.1601,0.2832,0.3535,8192,0,1,0.0003425,0.9312,0.9996,0.008668,0.4941,0.3613,0.4082,0.06787,0.002169,256,7,256,32,8192,0.4951,0.04514,0,0.8236,0.824,112
114,0.04984,0.02848,0.005174,0.1288,0.05512,0.007966,0.01102,0.09606,0.07129,0.898,0.6014,1.21,0.002777,0.0001476,0.1738,0.1604,0.2812,0.3555,8192,0,1,0.0002987,0.9399,0.9996,0.008829,0.4941,0.3613,0.4082,0.06873,0.002159,256,7,256,32,8192,0.4953,0.04486,0,0.8239,0.824,113
115,0.04973,0.02842,0.005176,0.1286,0.05491,0.007885,0.011,0.096,0.07089,0.8985,0.6011,1.21,0.002749,0.0001404,0.1711,0.1607,0.2832,0.3535,8192,0,1,0.0002947,0.9303,0.9996,0.008503,0.4945,0.3613,0.4082,0.0675,0.002173,256,7,256,32,8192,0.496,0.04354,0,0.8236,0.824,114
116,0.04946,0.02816,0.005177,0.1285,0.05478,0.007896,0.01099,0.09598,0.07097,0.8986,0.6011,1.21,0.002721,0.0001334,0.1685,0.1602,0.2832,0.3555,8192,0,1,0.0003305,0.9293,0.9996,0.008778,0.4941,0.3613,0.4082,0.06677,0.002175,256,7,256,32,8192,0.4956,0.04491,0,0.8236,0.824,115
117,0.04949,0.02822,0.005184,0.1283,0.0546,0.007986,0.01105,0.096,0.07134,0.899,0.6013,1.21,0.002715,0.0001266,0.166,0.1608,0.2812,0.3555,8192,0,1,0.0003146,0.9342,0.9996,0.00905,0.4941,0.3613,0.4082,0.06738,0.002245,256,7,256,32,8192,0.4955,0.04459,0,0.8238,0.824,116
118,0.04957,0.02835,0.00518,0.1281,0.05442,0.00793,0.01103,0.09594,0.07112,0.8993,0.6009,1.21,0.002762,0.0001199,0.1634,0.1605,0.2812,0.3516,8192,0,1,0.0003305,0.9313,0.9997,0.008563,0.4939,0.3613,0.4082,0.06799,0.00214,256,7,256,32,8192,0.4956,0.04589,0,0.8238,0.824,117
119,0.04945,0.02822,0.005172,0.1282,0.05452,0.007904,0.01104,0.09592,0.07098,0.8992,0.6008,1.21,0.002723,0.0001134,0.1609,0.1607,0.2812,0.3535,8192,0,1,0.0003146,0.9319,0.9996,0.009,0.4941,0.3613,0.4082,0.06824,0.002125,256,7,256,32,8192,0.4954,0.04521,0,0.8238,0.824,118
120,0.04923,0.02807,0.005176,0.1278,0.05418,0.007946,0.011,0.09581,0.07118,0.8998,0.6007,1.21,0.002732,0.000107,0.1585,0.1604,0.2793,0.3517,8192,0,1,0.0002668,0.9287,0.9996,0.008638,0.4943,0.3633,0.4082,0.06677,0.002176,256,7,256,32,8192,0.4952,0.04434,0,0.8242,0.824,119
121,0.04897,0.0279,0.005193,0.1272,0.05374,0.007987,0.01106,0.0955,0.07137,0.9006,0.5995,1.21,0.002712,0.0001009,0.1561,0.1605,0.2793,0.3516,8192,0,1,0.0002708,0.9292,0.9997,0.008465,0.4942,0.3633,0.4082,0.0658,0.002104,256,7,256,32,8192,0.4956,0.04448,0,0.8242,0.824,120
122,0.04897,0.02796,0.005204,0.1269,0.0534,0.007963,0.01107,0.09544,0.07126,0.9012,0.5992,1.21,0.002705,9.489e-05,0.1537,0.1604,0.2812,0.3516,8192,0,1,0.0002748,0.9321,0.9997,0.008395,0.4942,0.3633,0.4082,0.06689,0.002101,256,7,256,32,8192,0.4952,0.04419,0,0.8239,0.824,121
123,0.04894,0.02797,0.005219,0.1266,0.05323,0.007969,0.0111,0.09538,0.07129,0.9015,0.5989,1.21,0.002725,8.91e-05,0.1514,0.1606,0.2812,0.3535,8192,0,1,0.0003305,0.9282,0.9996,0.008838,0.4943,0.3613,0.4082,0.06885,0.002149,256,7,256,32,8192,0.4953,0.04434,0,0.8238,0.824,122
124,0.04872,0.02779,0.005206,0.1264,0.05308,0.008002,0.0111,0.09531,0.07149,0.9018,0.5988,1.21,0.002703,8.35e-05,0.1491,0.1606,0.2793,0.3516,8192,0,1,0.0002867,0.9337,0.9996,0.008735,0.4942,0.3613,0.4082,0.06824,0.002155,256,7,256,32,8192,0.4952,0.04447,0,0.8241,0.824,123
125,0.04891,0.02799,0.005208,0.1264,0.0529,0.007998,0.01107,0.09546,0.07141,0.9021,0.5992,1.21,0.002716,7.808e-05,0.1468,0.1606,0.2793,0.3517,8192,0,1,0.0002668,0.9332,0.9996,0.00883,0.4942,0.3633,0.4082,0.0675,0.002146,256,7,256,32,8192,0.4954,0.04431,0,0.8241,0.824,124
126,0.04882,0.02797,0.005213,0.126,0.05263,0.007951,0.01113,0.09535,0.07122,0.9027,0.5987,1.21,0.002736,7.286e-05,0.1445,0.1606,0.2812,0.3535,8192,0,1,0.0002788,0.9338,0.9996,0.008755,0.4941,0.3613,0.4082,0.06787,0.002166,256,7,256,32,8192,0.4951,0.04447,0,0.8238,0.824,125
127,0.04868,0.02784,0.005217,0.126,0.05255,0.007934,0.01113,0.09541,0.07115,0.9028,0.5991,1.211,0.002713,6.784e-05,0.1423,0.1605,0.2793,0.3535,8192,0,1,0.0002748,0.9351,0.9996,0.008465,0.4944,0.3633,0.4082,0.06775,0.002138,256,7,256,32,8192,0.4956,0.04376,0,0.8242,0.824,126
128,0.04856,0.02779,0.005213,0.1256,0.05223,0.00795,0.01109,0.09523,0.07118,0.9034,0.5984,1.21,0.002692,6.301e-05,0.1402,0.1608,0.2812,0.3535,8192,0,1,0.0003146,0.9349,0.9996,0.008772,0.4943,0.3613,0.4082,0.06738,0.002153,256,7,256,32,8192,0.4954,0.04407,0,0.8238,0.824,127
129,0.0482,0.02751,0.005225,0.1252,0.05186,0.008085,0.01117,0.09508,0.07185,0.9041,0.5981,1.21,0.002654,5.838e-05,0.138,0.1605,0.2812,0.3517,8192,0,1,0.0003305,0.9329,0.9996,0.00843,0.4942,0.3633,0.4082,0.06824,0.002142,256,7,256,32,8192,0.4953,0.04442,0,0.8239,0.824,128
130,0.04834,0.02767,0.005215,0.1251,0.05174,0.007917,0.01113,0.09516,0.07103,0.9043,0.5983,1.21,0.002668,5.395e-05,0.1359,0.1603,0.2812,0.3516,8192,0,1,0.0003226,0.9309,0.9996,0.008323,0.4943,0.3613,0.4082,0.06873,0.002141,256,7,256,32,8192,0.4952,0.0443,0,0.8239,0.824,129
131,0.04822,0.02763,0.005231,0.1246,0.05132,0.008073,0.0112,0.09502,0.0718,0.9051,0.5977,1.211,0.002711,4.972e-05,0.1339,0.1604,0.2812,0.3498,8192,0,1,0.0003266,0.931,0.9996,0.008394,0.4942,0.3613,0.4082,0.06848,0.002116,256,7,256,32,8192,0.4952,0.04454,0,0.8239,0.824,130
132,0.04778,0.02727,0.005239,0.1241,0.05086,0.008029,0.01119,0.09488,0.07152,0.906,0.5973,1.211,0.002661,4.57e-05,0.1318,0.1606,0.2821,0.3516,8192,0,1,0.0003744,0.9333,0.9996,0.008398,0.4942,0.3613,0.4082,0.07056,0.002134,256,7,256,32,8192,0.4954,0.04469,0,0.8237,0.824,131
133,0.0478,0.02731,0.005236,0.1241,0.05081,0.008022,0.0112,0.09502,0.07152,0.9061,0.5979,1.211,0.002664,4.188e-05,0.1298,0.1604,0.2832,0.3516,8192,0,1,0.0003664,0.9355,0.9996,0.008156,0.4943,0.3613,0.4082,0.06873,0.002129,256,7,256,32,8192,0.4955,0.04423,0,0.8236,0.824,132
134,0.04815,0.02771,0.005229,0.1239,0.0505,0.007989,0.01121,0.09517,0.07133,0.9067,0.5982,1.21,0.002703,3.828e-05,0.1278,0.1605,0.2812,0.3516,8192,0,1,0.0003345,0.9321,0.9996,0.008241,0.4943,0.3613,0.4082,0.06775,0.002127,256,7,256,32,8192,0.4954,0.04435,0,0.8239,0.824,133
