epoch,train_loss,train_loss_metric,train_loss_teacher_similarity,train_loss_positive_consistency,train_loss_quantization,train_loss_balance,train_loss_decorrelation,train_positive_hamming,train_mean_abs_bit_balance,train_mean_abs_continuous,train_pos_dist,train_neg_dist,train_positive_tail_loss,train_lr,train_temperature,val_pos_mean,val_pos_p95,val_pos_p99,val_valid_anchor_count,val_skipped_anchor_count,val_valid_anchor_ratio,val_fpr_at_tpr95,val_tpr_at_fpr_1e_4,val_roc_auc,val_eer,val_neg_mean,val_neg_p01,val_neg_p05,val_active_triplet_ratio,val_loss,val_batch_count,val_configured_finger_count,val_configured_batch_count,val_configured_batch_size,val_planned_positive_count,val_bit_one_fraction,val_bit_balance_error,val_constant_bit_ratio,val_checkpoint_selection_score,early_stop_best_selection_score,no_improve_epochs
65,0.0369,0.0198,0.004157,0.1035,0.04272,0.007962,0.01199,0.07891,0.0713,0.9207,0.5387,1.203,0.001553,0.0006195,0.3687,0.1444,0.2617,0.3224,8192,0,1,0.0005098,0.8965,0.9998,0.006341,0.498,0.3555,0.4102,0.0686,0.001706,256,7,256,32,8192,0.4978,0.03098,0,0.8308,0.8332,64
66,0.03699,0.01988,0.004158,0.1035,0.04275,0.007995,0.01201,0.0788,0.07137,0.9206,0.5382,1.204,0.001564,0.0006093,0.3631,0.145,0.2617,0.3224,8192,0,1,0.000446,0.8866,0.9998,0.00667,0.4981,0.3555,0.4102,0.07141,0.001746,256,7,256,32,8192,0.4978,0.03061,0,0.8307,0.8332,65
67,0.03665,0.01957,0.004176,0.1033,0.04262,0.00794,0.01201,0.07864,0.07117,0.9208,0.5377,1.204,0.001543,0.000599,0.3576,0.1447,0.2617,0.3262,8192,0,1,0.0004938,0.8853,0.9998,0.006965,0.4982,0.3555,0.4102,0.06946,0.0017,256,7,256,32,8192,0.4982,0.02982,0,0.8308,0.8332,66
68,0.03651,0.01948,0.004184,0.103,0.04234,0.008026,0.01204,0.07851,0.07159,0.9214,0.537,1.204,0.001537,0.0005887,0.3521,0.1449,0.2637,0.3281,8192,0,1,0.0005137,0.899,0.9998,0.006638,0.4983,0.3555,0.4102,0.06909,0.001683,256,7,256,32,8192,0.4983,0.02881,0,0.8305,0.8332,67
69,0.03675,0.0197,0.004186,0.1032,0.04247,0.008063,0.01203,0.07863,0.0717,0.9211,0.5374,1.204,0.001552,0.0005783,0.3467,0.1447,0.2598,0.3262,8192,0,1,0.0004261,0.8938,0.9998,0.006229,0.4981,0.3555,0.4102,0.07104,0.001661,256,7,256,32,8192,0.4985,0.03061,0,0.8311,0.8332,68
70,0.03594,0.01901,0.004187,0.1023,0.04198,0.0081,0.01209,0.07805,0.07187,0.922,0.5355,1.204,0.001509,0.0005679,0.3415,0.1449,0.2617,0.3262,8192,0,1,0.00045,0.8929,0.9998,0.006502,0.4982,0.3555,0.4102,0.07202,0.001687,256,7,256,32,8192,0.4979,0.03024,0,0.8308,0.8332,69
71,0.03627,0.01931,0.004197,0.1026,0.04205,0.008,0.01204,0.07834,0.07141,0.9219,0.5365,1.204,0.001549,0.0005574,0.3363,0.1446,0.2598,0.3242,8192,0,1,0.0005137,0.8925,0.9998,0.00667,0.4983,0.3555,0.4102,0.07227,0.001706,256,7,256,32,8192,0.4988,0.02909,0,0.8311,0.8332,70
72,0.03574,0.01886,0.004211,0.1021,0.04174,0.007975,0.01203,0.07792,0.0713,0.9224,0.535,1.204,0.001483,0.000547,0.3311,0.1449,0.2606,0.3205,8192,0,1,0.0004859,0.8938,0.9998,0.006462,0.4982,0.3555,0.4102,0.07178,0.00169,256,7,256,32,8192,0.4972,0.02988,0,0.8309,0.8332,71
73,0.03573,0.01889,0.004218,0.1018,0.04152,0.007994,0.01208,0.07778,0.07139,0.9229,0.5343,1.205,0.001495,0.0005365,0.3261,0.1452,0.2637,0.3223,8192,0,1,0.0005058,0.8929,0.9998,0.006447,0.4982,0.3555,0.4102,0.07068,0.00169,256,7,256,32,8192,0.4977,0.02985,0,0.8304,0.8332,72
74,0.0359,0.01906,0.004213,0.1018,0.04154,0.008006,0.01206,0.07782,0.0714,0.9228,0.5346,1.204,0.001496,0.000526,0.3211,0.1449,0.2617,0.3242,8192,0,1,0.000458,0.8917,0.9998,0.006335,0.4983,0.3555,0.4102,0.06799,0.001698,256,7,256,32,8192,0.4984,0.02945,0,0.8308,0.8332,73
75,0.03587,0.01907,0.004215,0.1015,0.04135,0.008048,0.01209,0.07769,0.07169,0.9232,0.5339,1.204,0.001503,0.0005155,0.3162,0.1444,0.2617,0.3223,8192,0,1,0.0005456,0.8782,0.9998,0.00649,0.4982,0.3555,0.4102,0.07153,0.001681,256,7,256,32,8192,0.4978,0.03013,0,0.8309,0.8332,74
76,0.03537,0.01862,0.004213,0.1012,0.04118,0.008008,0.01209,0.07739,0.07145,0.9235,0.5328,1.204,0.00146,0.000505,0.3114,0.1447,0.2598,0.3223,8192,0,1,0.0004659,0.8928,0.9998,0.006224,0.4981,0.3555,0.4102,0.07031,0.001659,256,7,256,32,8192,0.4986,0.0308,0,0.8311,0.8332,75
77,0.03522,0.01852,0.004227,0.1009,0.04095,0.008036,0.01211,0.07722,0.0716,0.9239,0.5323,1.204,0.001446,0.0004945,0.3067,0.1445,0.2598,0.3242,8192,0,1,0.0004301,0.8918,0.9998,0.00621,0.4981,0.3535,0.4102,0.06982,0.001607,256,7,256,32,8192,0.4976,0.02997,0,0.8312,0.8332,76
78,0.03533,0.01866,0.00423,0.1007,0.0408,0.008012,0.01208,0.07715,0.07141,0.9242,0.5318,1.204,0.001463,0.000484,0.302,0.1443,0.2617,0.3242,8192,0,1,0.0005376,0.8885,0.9998,0.006254,0.4981,0.3555,0.4102,0.06934,0.001634,256,7,256,32,8192,0.4983,0.03013,0,0.8309,0.8332,77
79,0.03492,0.01829,0.004232,0.1005,0.04067,0.008028,0.01213,0.07704,0.07158,0.9244,0.5314,1.204,0.001447,0.0004735,0.2974,0.1447,0.2606,0.3242,8192,0,1,0.0005137,0.8989,0.9998,0.006305,0.4979,0.3535,0.4102,0.07349,0.001729,256,7,256,32,8192,0.4979,0.03125,0,0.8309,0.8332,78
80,0.03509,0.0185,0.004234,0.1002,0.04051,0.008007,0.01216,0.07684,0.07143,0.9247,0.5307,1.204,0.001447,0.000463,0.2929,0.1452,0.2626,0.3262,8192,0,1,0.0005854,0.8926,0.9998,0.006384,0.4981,0.3555,0.4102,0.0708,0.001733,256,7,256,32,8192,0.4972,0.03039,0,0.8305,0.8332,79
81,0.03509,0.0185,0.004236,0.1003,0.0405,0.007941,0.01209,0.07686,0.07113,0.9247,0.5306,1.204,0.001456,0.0004526,0.2884,0.145,0.2617,0.3223,8192,0,1,0.0004739,0.9039,0.9998,0.006705,0.4979,0.3535,0.4102,0.07068,0.00167,256,7,256,32,8192,0.4978,0.03144,0,0.8307,0.8332,80
82,0.03426,0.01777,0.004243,0.09953,0.04009,0.008036,0.01213,0.07638,0.07164,0.9254,0.529,1.204,0.001391,0.0004421,0.284,0.1446,0.2617,0.3203,8192,0,1,0.0005337,0.9039,0.9998,0.006788,0.4982,0.3535,0.4102,0.07031,0.001694,256,7,256,32,8192,0.4974,0.02998,0,0.8308,0.8332,81
83,0.03497,0.01842,0.004254,0.1,0.04015,0.007986,0.01212,0.07697,0.07134,0.9254,0.531,1.204,0.001455,0.0004317,0.2797,0.1447,0.2617,0.3262,8192,0,1,0.0004779,0.8976,0.9998,0.006756,0.4981,0.3535,0.4102,0.07214,0.00167,256,7,256,32,8192,0.4983,0.03077,0,0.8308,0.8332,82
84,0.03449,0.01804,0.004257,0.09933,0.03985,0.008053,0.01212,0.07637,0.07165,0.9259,0.5288,1.204,0.001401,0.0004214,0.2754,0.1441,0.2598,0.3242,8192,0,1,0.0005098,0.8923,0.9998,0.006523,0.498,0.3535,0.4102,0.07104,0.001719,256,7,256,32,8192,0.4988,0.03133,0,0.8312,0.8332,83
85,0.03447,0.01801,0.004256,0.09941,0.03988,0.007981,0.01216,0.07646,0.07132,0.9258,0.5288,1.204,0.001406,0.000411,0.2712,0.1456,0.2637,0.3244,8192,0,1,0.0005337,0.8828,0.9998,0.006728,0.4983,0.3555,0.4121,0.07239,0.001762,256,7,256,32,8192,0.4984,0.02896,0,0.8303,0.8332,84
86,0.0346,0.01815,0.004259,0.09934,0.0398,0.008031,0.01216,0.07641,0.07154,0.926,0.5288,1.204,0.001416,0.0004007,0.2671,0.145,0.2617,0.3224,8192,0,1,0.0005615,0.8961,0.9998,0.006435,0.4982,0.3535,0.4102,0.06958,0.001772,256,7,256,32,8192,0.4978,0.02986,0,0.8307,0.8332,85
87,0.03411,0.01776,0.004276,0.09866,0.03938,0.008155,0.01217,0.076,0.07215,0.9267,0.5274,1.204,0.00137,0.0003905,0.263,0.1448,0.2617,0.3205,8192,0,1,0.0005376,0.8799,0.9998,0.00656,0.4981,0.3555,0.4102,0.0708,0.001697,256,7,256,32,8192,0.4976,0.03035,0,0.8308,0.8332,86
88,0.03412,0.01779,0.00429,0.09859,0.03924,0.008036,0.01211,0.07605,0.07158,0.927,0.5274,1.204,0.001399,0.0003803,0.259,0.1452,0.2617,0.3223,8192,0,1,0.0005894,0.8859,0.9998,0.006357,0.4983,0.3535,0.4102,0.07166,0.001743,256,7,256,32,8192,0.4983,0.02979,0,0.8307,0.8332,87
89,0.03409,0.01777,0.004287,0.0985,0.03923,0.008069,0.01221,0.07601,0.07171,0.9271,0.5273,1.204,0.001393,0.0003701,0.2551,0.1449,0.2598,0.3203,8192,0,1,0.0005257,0.896,0.9998,0.006471,0.4981,0.3555,0.4102,0.07043,0.001693,256,7,256,32,8192,0.4981,0.0307,0,0.831,0.8332,88
90,0.03415,0.01786,0.004287,0.09826,0.0391,0.008118,0.01221,0.07575,0.07195,0.9272,0.5263,1.204,0.001383,0.0003601,0.2512,0.1448,0.2617,0.3223,8192,0,1,0.0005456,0.8948,0.9998,0.00675,0.4982,0.3535,0.4102,0.07117,0.001732,256,7,256,32,8192,0.498,0.03025,0,0.8307,0.8332,89
91,0.03394,0.01769,0.004281,0.09814,0.03895,0.008111,0.0122,0.07574,0.07191,0.9275,0.526,1.204,0.001387,0.00035,0.2474,0.1457,0.2617,0.3244,8192,0,1,0.0004819,0.8966,0.9998,0.006714,0.4984,0.3555,0.4121,0.07385,0.001722,256,7,256,32,8192,0.4981,0.02916,0,0.8306,0.8332,90
92,0.03361,0.01738,0.004293,0.09794,0.03886,0.00798,0.01216,0.07557,0.07137,0.9277,0.5257,1.204,0.001351,0.0003401,0.2436,0.1448,0.2617,0.3224,8192,0,1,0.0004779,0.8971,0.9998,0.00645,0.4982,0.3555,0.4102,0.07068,0.001684,256,7,256,32,8192,0.4981,0.02948,0,0.8308,0.8332,91
93,0.03354,0.01734,0.004284,0.09773,0.03873,0.007977,0.01217,0.07548,0.0713,0.9279,0.5252,1.204,0.001357,0.0003302,0.2399,0.1452,0.2637,0.3203,8192,0,1,0.0005496,0.894,0.9998,0.006169,0.4983,0.3555,0.4102,0.07275,0.001695,256,7,256,32,8192,0.4977,0.02951,0,0.8304,0.8332,92
94,0.03346,0.01729,0.004292,0.09765,0.03862,0.008077,0.01221,0.07546,0.07176,0.9281,0.5252,1.204,0.001347,0.0003204,0.2362,0.1453,0.2637,0.3203,8192,0,1,0.0006292,0.896,0.9998,0.006577,0.4983,0.3555,0.4102,0.07251,0.001726,256,7,256,32,8192,0.498,0.02966,0,0.8304,0.8332,93
95,0.03363,0.01747,0.004282,0.09753,0.03857,0.008049,0.01222,0.07534,0.07164,0.9282,0.5245,1.204,0.00138,0.0003107,0.2326,0.1447,0.2617,0.3223,8192,0,1,0.0005814,0.8958,0.9998,0.006479,0.498,0.3535,0.4102,0.07361,0.001727,256,7,256,32,8192,0.4978,0.03138,0,0.8307,0.8332,94
96,0.03337,0.01726,0.004305,0.09725,0.03829,0.008062,0.01225,0.07529,0.07165,0.9287,0.5243,1.205,0.001352,0.0003011,0.2291,0.1449,0.2617,0.3242,8192,0,1,0.0005376,0.8956,0.9998,0.006793,0.498,0.3555,0.4102,0.07312,0.001749,256,7,256,32,8192,0.4983,0.03067,0,0.8307,0.8332,95
97,0.03301,0.01694,0.004314,0.0969,0.03813,0.007984,0.01223,0.07503,0.07133,0.929,0.5234,1.205,0.001311,0.0002916,0.2256,0.1448,0.2617,0.3242,8192,0,1,0.0005695,0.8892,0.9998,0.006585,0.498,0.3555,0.4102,0.07239,0.001735,256,7,256,32,8192,0.4976,0.03085,0,0.8307,0.8332,96
98,0.03328,0.01722,0.004308,0.09694,0.03805,0.008025,0.01223,0.07518,0.07157,0.9292,0.524,1.204,0.001332,0.0002822,0.2222,0.1453,0.2637,0.3223,8192,0,1,0.0005974,0.8907,0.9998,0.00631,0.4982,0.3555,0.4102,0.07117,0.001708,256,7,256,32,8192,0.4977,0.0295,0,0.8304,0.8332,97
99,0.03306,0.01701,0.004318,0.09686,0.038,0.008015,0.01224,0.07515,0.07148,0.9293,0.5239,1.205,0.001318,0.0002728,0.2188,0.1451,0.2637,0.3203,8192,0,1,0.0005934,0.8979,0.9998,0.006397,0.4981,0.3555,0.4102,0.07092,0.001721,256,7,256,32,8192,0.4982,0.03065,0,0.8304,0.8332,98
100,0.03307,0.0171,0.00432,0.09636,0.03763,0.00815,0.01227,0.07485,0.07205,0.9299,0.5226,1.205,0.001322,0.0002636,0.2154,0.1446,0.2598,0.3184,8192,0,1,0.0004859,0.8943,0.9998,0.006714,0.498,0.3555,0.4102,0.07056,0.001696,256,7,256,32,8192,0.498,0.03081,0,0.8311,0.8332,99
101,0.03318,0.0172,0.004317,0.09643,0.03769,0.008063,0.01225,0.07487,0.07165,0.9298,0.5224,1.204,0.00134,0.0002545,0.2122,0.1453,0.2617,0.3203,8192,0,1,0.0005297,0.8929,0.9998,0.006696,0.4982,0.3555,0.4102,0.07275,0.001714,256,7,256,32,8192,0.4979,0.02983,0,0.8307,0.8332,100
102,0.03286,0.01693,0.004331,0.09617,0.03745,0.008063,0.01226,0.07477,0.07171,0.9303,0.5224,1.205,0.001319,0.0002455,0.2089,0.1454,0.2617,0.3203,8192,0,1,0.0005575,0.8884,0.9998,0.006567,0.498,0.3555,0.4102,0.07312,0.001712,256,7,256,32,8192,0.4985,0.03084,0,0.8306,0.8332,101
103,0.033,0.01707,0.004327,0.09613,0.03747,0.008084,0.01226,0.07473,0.07178,0.9303,0.5222,1.204,0.001327,0.0002366,0.2057,0.1455,0.2617,0.3242,8192,0,1,0.0005018,0.8822,0.9998,0.006669,0.4982,0.3555,0.4102,0.07251,0.001754,256,7,256,32,8192,0.4977,0.02982,0,0.8306,0.8332,102
104,0.03261,0.01671,0.00433,0.09597,0.03732,0.008071,0.01227,0.07467,0.07175,0.9305,0.5219,1.204,0.001302,0.0002278,0.2026,0.1453,0.2617,0.3242,8192,0,1,0.0005217,0.8956,0.9998,0.006342,0.4981,0.3535,0.4102,0.07141,0.001706,256,7,256,32,8192,0.4975,0.03069,0,0.8306,0.8332,103
105,0.03275,0.01688,0.004332,0.09575,0.03719,0.008073,0.01227,0.07452,0.07175,0.9308,0.5215,1.204,0.001304,0.0002192,0.1995,0.1451,0.2598,0.3224,8192,0,1,0.0004859,0.8931,0.9998,0.006555,0.4981,0.3555,0.4102,0.07251,0.001737,256,7,256,32,8192,0.4977,0.03049,0,0.831,0.8332,104
106,0.03254,0.01671,0.004338,0.09554,0.03701,0.008033,0.01226,0.07443,0.07161,0.9311,0.5212,1.205,0.001281,0.0002107,0.1965,0.1453,0.2617,0.3224,8192,0,1,0.0004819,0.8875,0.9998,0.006549,0.4982,0.3555,0.4102,0.07263,0.001736,256,7,256,32,8192,0.4977,0.03001,0,0.8307,0.8332,105
107,0.03225,0.01649,0.004351,0.09504,0.03674,0.008068,0.0123,0.07413,0.07169,0.9316,0.5199,1.205,0.001281,0.0002023,0.1935,0.1455,0.2617,0.3203,8192,0,1,0.0004739,0.8978,0.9998,0.006757,0.4982,0.3555,0.4102,0.07275,0.001696,256,7,256,32,8192,0.4978,0.02982,0,0.8307,0.8332,106
108,0.03272,0.01693,0.004346,0.09531,0.03678,0.008126,0.01232,0.07439,0.07195,0.9315,0.5207,1.204,0.001308,0.000194,0.1905,0.1456,0.2617,0.3203,8192,0,1,0.0005058,0.8929,0.9998,0.006238,0.4981,0.3555,0.4102,0.07373,0.001695,256,7,256,32,8192,0.4977,0.03043,0,0.8306,0.8332,107
109,0.03255,0.0168,0.004347,0.09506,0.03666,0.008122,0.01233,0.07423,0.07191,0.9318,0.5201,1.204,0.001281,0.0001859,0.1876,0.1455,0.2598,0.3262,8192,0,1,0.000462,0.8907,0.9998,0.006573,0.4982,0.3535,0.4102,0.07385,0.001701,256,7,256,32,8192,0.4976,0.03046,0,0.831,0.8332,108
110,0.03244,0.01673,0.004358,0.09474,0.03643,0.008053,0.0123,0.0741,0.07162,0.9322,0.5198,1.204,0.001264,0.000178,0.1848,0.1452,0.2617,0.3242,8192,0,1,0.0005137,0.8948,0.9998,0.006642,0.4982,0.3535,0.4102,0.07336,0.001697,256,7,256,32,8192,0.4979,0.02986,0,0.8307,0.8332,109
111,0.03203,0.01634,0.004355,0.09466,0.03636,0.00812,0.01236,0.07406,0.0719,0.9323,0.5193,1.205,0.001282,0.0001702,0.182,0.1457,0.2617,0.3262,8192,0,1,0.0005058,0.8921,0.9998,0.00623,0.4982,0.3555,0.4102,0.07458,0.001717,256,7,256,32,8192,0.4977,0.02983,0,0.8306,0.8332,110
112,0.0319,0.01625,0.004364,0.09444,0.03617,0.008065,0.01232,0.07396,0.07172,0.9327,0.5192,1.205,0.001271,0.0001625,0.1792,0.1453,0.2606,0.3242,8192,0,1,0.0005098,0.8865,0.9998,0.006561,0.498,0.3535,0.4102,0.07214,0.001742,256,7,256,32,8192,0.4977,0.03079,0,0.8308,0.8332,111
113,0.03225,0.0166,0.00436,0.09445,0.0362,0.008082,0.01233,0.07398,0.07178,0.9326,0.519,1.204,0.00127,0.000155,0.1765,0.1452,0.2598,0.3203,8192,0,1,0.000454,0.8923,0.9998,0.006247,0.498,0.3535,0.4102,0.07214,0.001685,256,7,256,32,8192,0.4976,0.03091,0,0.831,0.8332,112
114,0.03202,0.01643,0.004361,0.09405,0.0359,0.008136,0.01238,0.07375,0.07197,0.9332,0.5183,1.204,0.00126,0.0001476,0.1738,0.1454,0.2617,0.3223,8192,0,1,0.0005177,0.9015,0.9998,0.006511,0.498,0.3555,0.4102,0.07251,0.001721,256,7,256,32,8192,0.498,0.03066,0,0.8306,0.8332,113
115,0.0318,0.01625,0.004358,0.09385,0.03583,0.008073,0.01236,0.07357,0.07174,0.9333,0.5175,1.204,0.001245,0.0001404,0.1711,0.1452,0.2598,0.3223,8192,0,1,0.0004938,0.8917,0.9998,0.006479,0.4981,0.3535,0.4102,0.07202,0.001701,256,7,256,32,8192,0.4983,0.03031,0,0.831,0.8332,114
116,0.03167,0.01613,0.004369,0.09372,0.03569,0.008088,0.01234,0.07359,0.07177,0.9336,0.5176,1.205,0.001246,0.0001334,0.1685,0.1456,0.2617,0.3223,8192,0,1,0.0005058,0.8951,0.9998,0.006302,0.4981,0.3555,0.4102,0.07214,0.001711,256,7,256,32,8192,0.498,0.0304,0,0.8306,0.8332,115
117,0.03137,0.01589,0.004366,0.0934,0.03543,0.008163,0.0124,0.07347,0.07218,0.9341,0.5173,1.205,0.001225,0.0001266,0.166,0.1457,0.2617,0.3242,8192,0,1,0.0005337,0.8983,0.9998,0.006362,0.4981,0.3555,0.4102,0.07251,0.001717,256,7,256,32,8192,0.4977,0.03033,0,0.8306,0.8332,116
118,0.03162,0.01615,0.004367,0.0934,0.03531,0.008071,0.0124,0.07361,0.07173,0.9343,0.5176,1.205,0.001248,0.0001199,0.1634,0.1454,0.2617,0.3223,8192,0,1,0.0004739,0.8962,0.9998,0.006359,0.4982,0.3555,0.4102,0.07263,0.001715,256,7,256,32,8192,0.4977,0.02976,0,0.8307,0.8332,117
119,0.03164,0.01618,0.004369,0.09336,0.0353,0.008101,0.01239,0.07359,0.07188,0.9343,0.5175,1.205,0.001263,0.0001134,0.1609,0.1453,0.2617,0.3242,8192,0,1,0.0005018,0.8923,0.9998,0.006455,0.4982,0.3555,0.4102,0.07202,0.001737,256,7,256,32,8192,0.4983,0.0302,0,0.8307,0.8332,118
120,0.03133,0.01592,0.004372,0.09305,0.03509,0.008122,0.01235,0.07342,0.07192,0.9347,0.5171,1.205,0.001225,0.000107,0.1585,0.1456,0.2617,0.3242,8192,0,1,0.0004898,0.8982,0.9998,0.006388,0.4982,0.3555,0.4102,0.07129,0.001718,256,7,256,32,8192,0.4978,0.03005,0,0.8306,0.8332,119
121,0.03133,0.016,0.004378,0.09257,0.03475,0.008161,0.01241,0.07318,0.07213,0.9353,0.516,1.205,0.001236,0.0001009,0.1561,0.1453,0.2598,0.3242,8192,0,1,0.0004859,0.8965,0.9998,0.006363,0.4981,0.3555,0.4102,0.07178,0.001672,256,7,256,32,8192,0.4978,0.0303,0,0.831,0.8332,120
122,0.03121,0.01592,0.004386,0.09237,0.0345,0.008103,0.01241,0.07317,0.07189,0.9358,0.516,1.205,0.001222,9.489e-05,0.1537,0.1457,0.2617,0.3262,8192,0,1,0.0005217,0.8881,0.9998,0.006426,0.4982,0.3555,0.4102,0.07178,0.001747,256,7,256,32,8192,0.4979,0.03008,0,0.8306,0.8332,121
123,0.03145,0.01619,0.004383,0.09229,0.03438,0.008112,0.01243,0.07324,0.07185,0.9361,0.5161,1.205,0.001259,8.91e-05,0.1514,0.1455,0.2617,0.3242,8192,0,1,0.0005018,0.8878,0.9998,0.006299,0.4982,0.3555,0.4102,0.07288,0.001732,256,7,256,32,8192,0.498,0.0301,0,0.8306,0.8332,122
124,0.03103,0.01579,0.004381,0.09208,0.03427,0.008139,0.01244,0.07313,0.07197,0.9363,0.5158,1.205,0.00122,8.35e-05,0.1491,0.1455,0.2617,0.3224,8192,0,1,0.0005297,0.8926,0.9998,0.00627,0.4981,0.3555,0.4102,0.073,0.001716,256,7,256,32,8192,0.4979,0.03069,0,0.8306,0.8332,123
125,0.03133,0.0161,0.004396,0.09206,0.03409,0.008104,0.0124,0.07325,0.0719,0.9366,0.5161,1.205,0.00123,7.808e-05,0.1468,0.1453,0.2617,0.3242,8192,0,1,0.0005058,0.8962,0.9998,0.006441,0.4981,0.3555,0.4102,0.07263,0.001726,256,7,256,32,8192,0.498,0.03056,0,0.8306,0.8332,124
126,0.03123,0.01605,0.004385,0.09177,0.03395,0.00814,0.01246,0.07309,0.07205,0.9369,0.5153,1.205,0.001256,7.286e-05,0.1445,0.1454,0.2617,0.3224,8192,0,1,0.0005018,0.9014,0.9998,0.006373,0.4982,0.3555,0.4102,0.07227,0.001696,256,7,256,32,8192,0.4979,0.02985,0,0.8307,0.8332,125
127,0.03098,0.01585,0.004392,0.09151,0.03375,0.008126,0.01248,0.07298,0.07198,0.9373,0.5152,1.205,0.001228,6.784e-05,0.1423,0.1453,0.2617,0.3224,8192,0,1,0.0005575,0.8977,0.9998,0.006511,0.4981,0.3555,0.4102,0.07092,0.001706,256,7,256,32,8192,0.4978,0.03047,0,0.8306,0.8332,126
128,0.03096,0.01586,0.004399,0.09134,0.03356,0.008129,0.01242,0.07298,0.07199,0.9376,0.5153,1.204,0.001206,6.301e-05,0.1402,0.1451,0.2598,0.3223,8192,0,1,0.0005018,0.8899,0.9998,0.006491,0.4981,0.3555,0.4102,0.07227,0.001722,256,7,256,32,8192,0.4979,0.03046,0,0.831,0.8332,127
129,0.03061,0.01555,0.004403,0.09107,0.03335,0.008202,0.0125,0.07284,0.07234,0.938,0.5147,1.205,0.001193,5.838e-05,0.138,0.1455,0.2617,0.3242,8192,0,1,0.0005297,0.8937,0.9998,0.006712,0.4981,0.3555,0.4102,0.07251,0.001715,256,7,256,32,8192,0.498,0.03007,0,0.8306,0.8332,128
130,0.03083,0.0158,0.004405,0.091,0.03316,0.008147,0.01245,0.07301,0.07207,0.9384,0.5153,1.205,0.001207,5.395e-05,0.1359,0.1452,0.2617,0.3223,8192,0,1,0.0005297,0.8947,0.9998,0.00649,0.4981,0.3555,0.4102,0.07056,0.001707,256,7,256,32,8192,0.4979,0.03018,0,0.8307,0.8332,129
131,0.03081,0.01586,0.004409,0.0905,0.03278,0.008196,0.01252,0.07278,0.07231,0.9391,0.5141,1.205,0.001224,4.972e-05,0.1339,0.1453,0.2598,0.3242,8192,0,1,0.0004779,0.8947,0.9998,0.00655,0.4981,0.3555,0.4102,0.07117,0.001711,256,7,256,32,8192,0.4978,0.0302,0,0.831,0.8332,130
132,0.03045,0.01556,0.004413,0.09017,0.0325,0.008167,0.01252,0.07268,0.07215,0.9396,0.514,1.205,0.001186,4.57e-05,0.1318,0.1452,0.2606,0.3242,8192,0,1,0.0004938,0.8972,0.9998,0.006496,0.4981,0.3535,0.4102,0.07227,0.001716,256,7,256,32,8192,0.4975,0.03011,0,0.8308,0.8332,131
133,0.0304,0.01553,0.004405,0.09007,0.03247,0.008179,0.01252,0.07265,0.07218,0.9397,0.5141,1.205,0.001182,4.188e-05,0.1298,0.1454,0.2617,0.3223,8192,0,1,0.0005058,0.887,0.9998,0.00647,0.4982,0.3555,0.4102,0.07104,0.001715,256,7,256,32,8192,0.4977,0.02983,0,0.8306,0.8332,132
134,0.03056,0.01573,0.004415,0.08997,0.03219,0.00822,0.01251,0.07283,0.07241,0.9402,0.5144,1.205,0.001213,3.828e-05,0.1278,0.1453,0.2598,0.3203,8192,0,1,0.000454,0.8929,0.9998,0.006612,0.4981,0.3555,0.4102,0.06958,0.001691,256,7,256,32,8192,0.4978,0.03018,0,0.831,0.8332,133
135,0.03043,0.01565,0.00442,0.08962,0.03192,0.008137,0.01249,0.07269,0.07205,0.9407,0.5141,1.205,0.001193,3.488e-05,0.1259,0.1453,0.2617,0.3223,8192,0,1,0.0005217,0.895,0.9998,0.006649,0.498,0.3535,0.4102,0.07202,0.001708,256,7,256,32,8192,0.4978,0.03064,0,0.8306,0.8332,134
136,0.03016,0.01546,0.004421,0.08917,0.03158,0.008153,0.01254,0.07254,0.07209,0.9414,0.5133,1.205,0.001194,3.17e-05,0.124,0.1452,0.2606,0.3223,8192,0,1,0.0005337,0.8976,0.9998,0.006712,0.498,0.3535,0.4102,0.07214,0.0017,256,7,256,32,8192,0.4977,0.03077,0,0.8308,0.8332,135
137,0.03025,0.01559,0.004426,0.08896,0.03132,0.008163,0.01257,0.07254,0.07217,0.9419,0.5133,1.205,0.001201,2.873e-05,0.1221,0.1456,0.2606,0.3224,8192,0,1,0.0005257,0.895,0.9998,0.006701,0.4981,0.3555,0.4102,0.07227,0.001721,256,7,256,32,8192,0.4978,0.03003,0,0.8308,0.8332,136
138,0.03047,0.01585,0.004428,0.08884,0.0311,0.008146,0.01258,0.07266,0.07206,0.9423,0.5138,1.205,0.001215,2.597e-05,0.1202,0.1453,0.2617,0.3223,8192,0,1,0.0005297,0.9008,0.9998,0.006746,0.4981,0.3555,0.4102,0.07141,0.001715,256,7,256,32,8192,0.4978,0.0302,0,0.8306,0.8332,137
139,0.03013,0.01553,0.004427,0.08876,0.03093,0.008203,0.01261,0.07274,0.07233,0.9427,0.514,1.205,0.001212,2.344e-05,0.1184,0.1451,0.2617,0.3205,8192,0,1,0.0005416,0.8904,0.9998,0.006739,0.4981,0.3555,0.4102,0.07312,0.001724,256,7,256,32,8192,0.498,0.03043,0,0.8307,0.8332,138
