epoch,train_loss,train_loss_metric,train_loss_teacher_similarity,train_loss_positive_consistency,train_loss_quantization,train_loss_balance,train_loss_decorrelation,train_positive_hamming,train_mean_abs_bit_balance,train_mean_abs_continuous,train_pos_dist,train_neg_dist,train_positive_tail_loss,train_lr,train_temperature,val_pos_mean,val_pos_p95,val_pos_p99,val_valid_anchor_count,val_skipped_anchor_count,val_valid_anchor_ratio,val_fpr_at_tpr95,val_tpr_at_fpr_1e_4,val_roc_auc,val_eer,val_neg_mean,val_neg_p01,val_neg_p05,val_active_triplet_ratio,val_loss,val_batch_count,val_configured_finger_count,val_configured_batch_count,val_configured_batch_size,val_planned_positive_count,val_bit_one_fraction,val_bit_balance_error,val_constant_bit_ratio,val_checkpoint_selection_score,early_stop_best_selection_score,no_improve_epochs
11,0.02744,0.01181,0.003462,0.09567,0.03922,0.009315,0.01135,0.07712,0.07714,0.9286,0.5344,1.229,0.001213,0.000991,0.8446,0.1465,0.2559,0.3205,8192,0,1,0.0001474,0.9385,0.9999,0.005137,0.4939,0.3633,0.4141,0.05396,0.001192,256,7,256,32,8192,0.5013,0.04787,0,0.8307,0.8305,10
12,0.02666,0.01133,0.003494,0.09395,0.0378,0.009283,0.01133,0.07627,0.07692,0.9312,0.5309,1.229,0.001155,0.0009889,0.8318,0.1468,0.2559,0.3281,8192,0,1,0.0001513,0.9442,0.9999,0.005337,0.4937,0.3652,0.4121,0.05518,0.001334,256,7,256,32,8192,0.4997,0.04925,0,0.8306,0.8305,11
13,0.02577,0.01078,0.003508,0.09189,0.03633,0.009339,0.01141,0.07508,0.07721,0.9339,0.526,1.229,0.00111,0.0009866,0.8191,0.1469,0.2559,0.3224,8192,0,1,0.0001474,0.9452,0.9999,0.004994,0.4939,0.3652,0.4141,0.05627,0.001271,256,7,256,32,8192,0.4999,0.04852,0,0.8306,0.8305,12
14,0.02514,0.01038,0.003546,0.09052,0.03524,0.009364,0.01145,0.07435,0.07729,0.9358,0.5232,1.229,0.001058,0.000984,0.8066,0.147,0.2578,0.3262,8192,0,1,0.0001553,0.9408,0.9998,0.00592,0.4944,0.3633,0.4141,0.05713,0.001328,256,7,256,32,8192,0.499,0.04615,0,0.8304,0.8305,13
15,0.02488,0.01032,0.003554,0.08933,0.03427,0.0093,0.0115,0.07376,0.07705,0.9376,0.5209,1.229,0.001045,0.0009813,0.7943,0.1472,0.2559,0.3242,8192,0,1,0.0001354,0.9481,0.9999,0.005214,0.494,0.3652,0.4121,0.05396,0.001256,256,7,256,32,8192,0.5004,0.04769,0,0.8306,0.8305,14
16,0.02385,0.009555,0.00357,0.0877,0.0332,0.009272,0.0115,0.07273,0.07695,0.9395,0.5168,1.23,0.0009736,0.0009783,0.7822,0.147,0.2578,0.3281,8192,0,1,0.0001951,0.936,0.9999,0.005023,0.4939,0.3652,0.4141,0.05579,0.001257,256,7,256,32,8192,0.5006,0.0472,0,0.8303,0.8305,15
17,0.02377,0.009649,0.003596,0.08672,0.03237,0.009303,0.01156,0.07225,0.07706,0.941,0.5146,1.23,0.0009799,0.0009751,0.7703,0.1465,0.2559,0.3262,8192,0,1,0.0001832,0.9382,0.9999,0.005249,0.4934,0.3633,0.4121,0.05542,0.001264,256,7,256,32,8192,0.5,0.04959,0,0.8306,0.8305,16
18,0.02311,0.009177,0.00362,0.08551,0.03151,0.009267,0.01158,0.07155,0.0769,0.9426,0.5116,1.23,0.0009337,0.0009717,0.7586,0.1474,0.2578,0.3262,8192,0,1,0.0002111,0.9324,0.9999,0.005565,0.4941,0.3652,0.4141,0.05725,0.001291,256,7,256,32,8192,0.4995,0.04724,0,0.8302,0.8305,17
19,0.02273,0.00897,0.003635,0.08448,0.03075,0.009379,0.01164,0.07098,0.07739,0.944,0.5096,1.23,0.0009145,0.0009681,0.747,0.147,0.2559,0.3262,8192,0,1,0.0001633,0.9382,0.9999,0.005002,0.4939,0.3633,0.4141,0.05505,0.001264,256,7,256,32,8192,0.5,0.04733,0,0.8306,0.8305,18
20,0.02262,0.00895,0.003639,0.08403,0.03031,0.009336,0.01163,0.07078,0.07721,0.9448,0.5085,1.23,0.0008944,0.0009643,0.7357,0.1476,0.2578,0.3301,8192,0,1,0.0001553,0.9377,0.9998,0.005784,0.4941,0.3633,0.4141,0.06006,0.001377,256,7,256,32,8192,0.4999,0.04689,0,0.8302,0.8305,19
21,0.02205,0.008525,0.003652,0.08303,0.02973,0.009351,0.01167,0.07008,0.07721,0.9458,0.5058,1.23,0.0008548,0.0009603,0.7244,0.1471,0.2559,0.3263,8192,0,1,0.0001633,0.9436,0.9998,0.005606,0.4939,0.3633,0.4121,0.05725,0.001343,256,7,256,32,8192,0.5004,0.04743,0,0.8306,0.8305,20
22,0.02172,0.008366,0.003675,0.08194,0.029,0.009347,0.01174,0.06937,0.07722,0.9471,0.5025,1.23,0.0008454,0.0009561,0.7134,0.1473,0.2567,0.3244,8192,0,1,0.0001673,0.9429,0.9999,0.005249,0.494,0.3633,0.4121,0.05322,0.001328,256,7,256,32,8192,0.5013,0.04736,0,0.8304,0.8305,21
23,0.02137,0.008093,0.00369,0.08143,0.02869,0.009294,0.01171,0.06901,0.07702,0.9477,0.5011,1.231,0.0008168,0.0009516,0.7025,0.1471,0.2578,0.3242,8192,0,1,0.0001394,0.9418,0.9999,0.005699,0.4939,0.3633,0.4141,0.0553,0.001345,256,7,256,32,8192,0.5002,0.04772,0,0.8303,0.8305,22
24,0.02103,0.0079,0.003698,0.08047,0.02808,0.009293,0.01173,0.06836,0.07698,0.9488,0.4987,1.23,0.0007973,0.000947,0.6918,0.1475,0.2578,0.3262,8192,0,1,0.000219,0.9331,0.9999,0.0051,0.4939,0.3633,0.4121,0.05566,0.001286,256,7,256,32,8192,0.5011,0.04769,0,0.8302,0.8305,23
25,0.02067,0.007651,0.003703,0.07985,0.02761,0.009215,0.01171,0.068,0.0767,0.9496,0.4971,1.231,0.000773,0.0009422,0.6813,0.1473,0.2559,0.3262,8192,0,1,0.0001712,0.9355,0.9999,0.005412,0.4942,0.3633,0.4121,0.05908,0.001386,256,7,256,32,8192,0.501,0.04613,0,0.8306,0.8305,24
26,0.02044,0.007506,0.003724,0.0793,0.02718,0.009286,0.01173,0.06769,0.07693,0.9504,0.4957,1.231,0.0007519,0.0009371,0.6709,0.1473,0.2559,0.3262,8192,0,1,0.0001553,0.9398,0.9999,0.005778,0.4935,0.3633,0.4121,0.06152,0.001364,256,7,256,32,8192,0.5006,0.04898,0,0.8304,0.8305,25
27,0.02053,0.007686,0.003725,0.07881,0.02684,0.009292,0.01172,0.06744,0.077,0.9511,0.4944,1.23,0.0007685,0.0009319,0.6607,0.1476,0.2578,0.3242,8192,0,1,0.0001832,0.939,0.9999,0.005592,0.4939,0.3633,0.4121,0.05774,0.001349,256,7,256,32,8192,0.5011,0.04731,0,0.8301,0.8305,26
28,0.02015,0.007362,0.003736,0.07841,0.02661,0.009198,0.01173,0.06709,0.07665,0.9514,0.493,1.231,0.0007322,0.0009265,0.6506,0.1474,0.2559,0.3262,8192,0,1,0.0001434,0.939,0.9999,0.005465,0.4938,0.3633,0.4121,0.05847,0.00138,256,7,256,32,8192,0.5012,0.0477,0,0.8305,0.8305,27
29,0.01952,0.006906,0.003746,0.07718,0.02601,0.009286,0.01179,0.06613,0.07698,0.9525,0.489,1.231,0.0006925,0.0009209,0.6407,0.1477,0.2578,0.3263,8192,0,1,0.0001872,0.9384,0.9999,0.005474,0.4939,0.3633,0.4121,0.05896,0.001332,256,7,256,32,8192,0.4997,0.0475,0,0.8301,0.8305,28
30,0.01896,0.006516,0.003739,0.07608,0.02546,0.009246,0.01179,0.06529,0.07677,0.9535,0.4854,1.232,0.0006547,0.0009151,0.631,0.1477,0.2578,0.3223,8192,0,1,0.0002151,0.9248,0.9999,0.005722,0.4941,0.3633,0.4121,0.0592,0.001381,256,7,256,32,8192,0.5005,0.04649,0,0.8302,0.8305,29
31,0.01969,0.007273,0.003753,0.07605,0.0251,0.009313,0.01182,0.06553,0.0771,0.9542,0.4857,1.23,0.0007074,0.0009091,0.6214,0.1471,0.2559,0.3262,8192,0,1,0.0001872,0.9288,0.9999,0.005606,0.4937,0.3613,0.4121,0.06128,0.001358,256,7,256,32,8192,0.4999,0.04855,0,0.8305,0.8305,30
32,0.01941,0.00702,0.003779,0.07585,0.02492,0.00928,0.01182,0.0654,0.07696,0.9545,0.4855,1.23,0.0006711,0.000903,0.6119,0.1472,0.2559,0.3281,8192,0,1,0.0002111,0.9274,0.9999,0.005921,0.4935,0.3613,0.4121,0.05859,0.001414,256,7,256,32,8192,0.4997,0.04857,0,0.8304,0.8305,31
33,0.01942,0.007059,0.00379,0.07564,0.02478,0.009325,0.01187,0.06526,0.07714,0.9548,0.485,1.23,0.0006785,0.0008966,0.6026,0.1482,0.2559,0.3246,8192,0,1,0.0001912,0.9352,0.9998,0.005754,0.4941,0.3613,0.4121,0.06079,0.001393,256,7,256,32,8192,0.5002,0.04689,0,0.8303,0.8305,32
34,0.01904,0.006771,0.003791,0.07499,0.02448,0.009386,0.01188,0.06473,0.07737,0.9553,0.4827,1.23,0.000657,0.0008901,0.5934,0.1472,0.2578,0.3223,8192,0,1,0.0002151,0.9294,0.9999,0.005842,0.4938,0.3613,0.4121,0.05945,0.001358,256,7,256,32,8192,0.4995,0.04777,0,0.8302,0.8305,33
35,0.01918,0.006926,0.003807,0.07488,0.02436,0.009321,0.01186,0.06468,0.07714,0.9555,0.4823,1.23,0.0006555,0.0008834,0.5843,0.1469,0.2559,0.3223,8192,0,1,0.0001752,0.934,0.9999,0.004999,0.4932,0.3613,0.4121,0.06018,0.00139,256,7,256,32,8192,0.5004,0.04983,0,0.8304,0.8305,34
36,0.01855,0.006438,0.00381,0.07395,0.0239,0.009297,0.01189,0.06395,0.07704,0.9563,0.4792,1.23,0.0006229,0.0008766,0.5754,0.1472,0.2559,0.3301,8192,0,1,0.000231,0.9318,0.9998,0.00594,0.4936,0.3613,0.4121,0.06299,0.001481,256,7,256,32,8192,0.4988,0.04776,0,0.8304,0.8305,35
37,0.01856,0.006478,0.00382,0.07377,0.02373,0.009301,0.01193,0.06384,0.077,0.9567,0.4789,1.231,0.0006272,0.0008696,0.5667,0.1473,0.2539,0.3263,8192,0,1,0.0001912,0.9336,0.9998,0.006058,0.4937,0.3613,0.4121,0.06079,0.001439,256,7,256,32,8192,0.5,0.04812,0,0.8307,0.8305,36
38,0.01843,0.006418,0.003826,0.07327,0.02352,0.00927,0.01189,0.0634,0.07687,0.957,0.477,1.23,0.0006038,0.0008624,0.558,0.1476,0.2559,0.3242,8192,0,1,0.0001792,0.9354,0.9998,0.005547,0.4939,0.3613,0.4121,0.06079,0.001439,256,7,256,32,8192,0.5001,0.04748,0,0.8304,0.8305,37
39,0.01838,0.006417,0.003833,0.07293,0.02329,0.009259,0.01189,0.06321,0.07687,0.9575,0.476,1.23,0.0006121,0.000855,0.5495,0.1475,0.2578,0.3242,8192,0,1,0.0002788,0.9283,0.9998,0.00599,0.4936,0.3613,0.4121,0.06042,0.001366,256,7,256,32,8192,0.4998,0.0482,0,0.8301,0.8305,38
40,0.01811,0.006228,0.00384,0.07239,0.02292,0.00942,0.01195,0.06287,0.07755,0.9581,0.4743,1.23,0.0005962,0.0008475,0.5412,0.1477,0.2578,0.3242,8192,0,1,0.0001872,0.9379,0.9998,0.005521,0.494,0.3613,0.4121,0.06128,0.001447,256,7,256,32,8192,0.4998,0.04711,0,0.8301,0.8305,39
41,0.01778,0.00596,0.003851,0.07198,0.0227,0.009323,0.01193,0.06255,0.07712,0.9585,0.473,1.23,0.0005787,0.0008399,0.5329,0.1474,0.2559,0.3262,8192,0,1,0.0001912,0.9365,0.9998,0.005452,0.4938,0.3613,0.4121,0.06055,0.001442,256,7,256,32,8192,0.4995,0.0484,0,0.8304,0.8305,40
42,0.01777,0.006019,0.00386,0.0715,0.02243,0.009342,0.01199,0.06219,0.07721,0.959,0.4714,1.231,0.0005679,0.000832,0.5248,0.147,0.2559,0.3223,8192,0,1,0.0002151,0.9307,0.9998,0.005716,0.4935,0.3613,0.4102,0.06213,0.001442,256,7,256,32,8192,0.4993,0.04891,0,0.8304,0.8305,41
43,0.0176,0.005884,0.003863,0.07129,0.0223,0.009348,0.01196,0.06207,0.07723,0.9592,0.4708,1.23,0.0005473,0.0008241,0.5168,0.147,0.2559,0.3262,8192,0,1,0.0002031,0.9255,0.9998,0.005828,0.4935,0.3613,0.4121,0.06116,0.00143,256,7,256,32,8192,0.499,0.04868,0,0.8305,0.8305,42
44,0.01762,0.005927,0.003866,0.07115,0.02216,0.009272,0.01197,0.06201,0.07691,0.9595,0.4704,1.231,0.0005616,0.000816,0.5089,0.1474,0.2567,0.3263,8192,0,1,0.000227,0.9266,0.9998,0.006067,0.4937,0.3613,0.4121,0.05872,0.001495,256,7,256,32,8192,0.4991,0.04761,0,0.8303,0.8305,43
45,0.01736,0.005781,0.00388,0.07041,0.02173,0.009334,0.01198,0.06144,0.07721,0.9603,0.4683,1.23,0.0005384,0.0008077,0.5012,0.1473,0.2559,0.3242,8192,0,1,0.0002151,0.9287,0.9998,0.006016,0.4938,0.3613,0.4121,0.06213,0.001455,256,7,256,32,8192,0.4993,0.04773,0,0.8304,0.8305,44
46,0.01726,0.005713,0.003874,0.07021,0.02163,0.009346,0.01196,0.0613,0.07721,0.9605,0.4677,1.23,0.0005259,0.0007994,0.4936,0.1473,0.2578,0.3281,8192,0,1,0.0001832,0.9293,0.9998,0.005866,0.4937,0.3613,0.4102,0.06055,0.001509,256,7,256,32,8192,0.4993,0.04813,0,0.8301,0.8305,45
47,0.01728,0.005709,0.003886,0.07032,0.02164,0.009365,0.01201,0.0614,0.07732,0.9604,0.4679,1.23,0.0005287,0.0007908,0.486,0.1478,0.2578,0.3244,8192,0,1,0.0001792,0.9243,0.9998,0.005941,0.4939,0.3613,0.4121,0.06152,0.001476,256,7,256,32,8192,0.4991,0.0474,0,0.8301,0.8305,46
48,0.01701,0.005561,0.003878,0.06955,0.0213,0.009295,0.01199,0.06079,0.07703,0.9611,0.4653,1.23,0.0005107,0.0007822,0.4786,0.1469,0.2578,0.3262,8192,0,1,0.0002469,0.9304,0.9998,0.005258,0.4935,0.3594,0.4102,0.05969,0.001431,256,7,256,32,8192,0.4996,0.04942,0,0.8302,0.8305,47
49,0.01674,0.005388,0.003874,0.06895,0.02092,0.009368,0.01201,0.0604,0.07733,0.9617,0.4634,1.23,0.000495,0.0007734,0.4713,0.147,0.2559,0.3281,8192,0,1,0.0001951,0.9281,0.9998,0.005543,0.4936,0.3613,0.4102,0.06128,0.001465,256,7,256,32,8192,0.4994,0.04867,0,0.8305,0.8305,48
50,0.01689,0.005537,0.003892,0.06898,0.02084,0.009388,0.01203,0.0605,0.07742,0.9619,0.4637,1.231,0.000514,0.0007645,0.4642,0.1472,0.2539,0.3281,8192,0,1,0.0001832,0.9319,0.9998,0.006008,0.4933,0.3594,0.4102,0.0603,0.001447,256,7,256,32,8192,0.4991,0.04934,0,0.8307,0.8305,49
51,0.01675,0.005464,0.00389,0.06856,0.02063,0.009315,0.01204,0.06014,0.07715,0.9623,0.462,1.231,0.0005041,0.0007555,0.4571,0.1476,0.2598,0.3262,8192,0,1,0.0002628,0.9299,0.9998,0.005981,0.4939,0.3613,0.4121,0.0603,0.001493,256,7,256,32,8192,0.4987,0.0477,0,0.8298,0.8305,50
52,0.01697,0.005643,0.003906,0.06882,0.02063,0.009315,0.01202,0.06044,0.07713,0.9623,0.4634,1.23,0.0005109,0.0007464,0.4501,0.1475,0.2578,0.3242,8192,0,1,0.0002389,0.9279,0.9998,0.005714,0.4939,0.3613,0.4121,0.06165,0.001488,256,7,256,32,8192,0.4988,0.04722,0,0.8301,0.8305,51
53,0.01648,0.005264,0.003907,0.06801,0.02034,0.009398,0.01206,0.0597,0.07746,0.9628,0.4601,1.23,0.0004785,0.0007372,0.4433,0.1476,0.2578,0.3224,8192,0,1,0.0002469,0.9252,0.9998,0.005436,0.4938,0.3613,0.4121,0.06262,0.001476,256,7,256,32,8192,0.4985,0.04752,0,0.8301,0.8305,52
54,0.01642,0.005223,0.003917,0.06786,0.02028,0.009311,0.01205,0.05957,0.07709,0.9629,0.4595,1.231,0.0004754,0.0007279,0.4365,0.1473,0.2559,0.3242,8192,0,1,0.0002031,0.9323,0.9998,0.005748,0.4938,0.3613,0.4102,0.05908,0.001404,256,7,256,32,8192,0.4982,0.04835,0,0.8305,0.8305,53
55,0.01635,0.005224,0.003918,0.06738,0.02001,0.00939,0.01208,0.05923,0.07741,0.9634,0.4578,1.23,0.0004647,0.0007184,0.4299,0.1476,0.2578,0.3244,8192,0,1,0.000219,0.9222,0.9998,0.005858,0.4941,0.3613,0.4121,0.05933,0.001449,256,7,256,32,8192,0.4991,0.04686,0,0.8302,0.8305,54
56,0.01627,0.00517,0.003918,0.06725,0.01989,0.009403,0.01205,0.0592,0.07744,0.9636,0.4577,1.23,0.000473,0.0007089,0.4233,0.1474,0.2578,0.3242,8192,0,1,0.000227,0.9307,0.9998,0.005609,0.4935,0.3594,0.4102,0.06104,0.001434,256,7,256,32,8192,0.4993,0.04876,0,0.8301,0.8305,55
57,0.01633,0.005263,0.003912,0.06704,0.01981,0.00939,0.01208,0.05897,0.07737,0.9638,0.4566,1.23,0.0004705,0.0006993,0.4169,0.1468,0.2539,0.3203,8192,0,1,0.0001951,0.9376,0.9999,0.005382,0.4934,0.3594,0.4102,0.06055,0.001383,256,7,256,32,8192,0.4985,0.04938,0,0.8308,0.8305,56
58,0.01608,0.005043,0.003927,0.06685,0.01961,0.009371,0.01209,0.05889,0.07733,0.9641,0.4563,1.231,0.0004529,0.0006896,0.4105,0.1478,0.2578,0.3224,8192,0,1,0.000219,0.9282,0.9998,0.005327,0.4936,0.3613,0.4102,0.06348,0.001442,256,7,256,32,8192,0.4992,0.04863,0,0.83,0.8305,57
59,0.01603,0.005045,0.003935,0.0665,0.01936,0.009397,0.0121,0.05872,0.07742,0.9646,0.4555,1.231,0.0004566,0.0006798,0.4043,0.148,0.2578,0.3244,8192,0,1,0.0002031,0.9301,0.9998,0.005796,0.4936,0.3594,0.4102,0.06091,0.001454,256,7,256,32,8192,0.4991,0.04848,0,0.83,0.8305,58
60,0.01547,0.004624,0.003928,0.06555,0.01897,0.009453,0.01215,0.05793,0.07771,0.9653,0.452,1.231,0.0004321,0.0006699,0.3981,0.1473,0.2578,0.3244,8192,0,1,0.0002469,0.9266,0.9998,0.005933,0.4935,0.3594,0.4102,0.0614,0.00145,256,7,256,32,8192,0.4987,0.04834,0,0.8301,0.8305,59
61,0.01559,0.004755,0.003934,0.06554,0.01887,0.009387,0.01215,0.05797,0.07741,0.9655,0.452,1.231,0.0004206,0.00066,0.392,0.1478,0.2578,0.3224,8192,0,1,0.0002589,0.927,0.9998,0.005799,0.4937,0.3613,0.4102,0.06152,0.001469,256,7,256,32,8192,0.4995,0.04778,0,0.83,0.8305,60
62,0.0158,0.00496,0.003937,0.06557,0.01883,0.009327,0.01213,0.05801,0.07719,0.9656,0.4521,1.231,0.0004355,0.00065,0.3861,0.1475,0.2587,0.3242,8192,0,1,0.0002469,0.9216,0.9998,0.005769,0.4937,0.3594,0.4102,0.06042,0.001466,256,7,256,32,8192,0.4997,0.04785,0,0.8299,0.8305,61
63,0.01586,0.00505,0.003951,0.06532,0.01868,0.009406,0.01211,0.05786,0.07742,0.9658,0.4513,1.23,0.0004377,0.0006399,0.3802,0.1483,0.2578,0.3263,8192,0,1,0.0002111,0.9182,0.9998,0.005552,0.4941,0.3594,0.4121,0.06519,0.001502,256,7,256,32,8192,0.4993,0.0465,0,0.83,0.8305,62
64,0.01568,0.004888,0.003949,0.06519,0.01865,0.009379,0.01212,0.05773,0.07737,0.9659,0.4508,1.231,0.0004372,0.0006297,0.3744,0.1472,0.2559,0.3242,8192,0,1,0.000219,0.9298,0.9998,0.005621,0.4938,0.3594,0.4102,0.05945,0.001487,256,7,256,32,8192,0.4992,0.04772,0,0.8305,0.8305,63
65,0.01543,0.004696,0.003953,0.06487,0.01842,0.009344,0.01211,0.05751,0.07721,0.9663,0.4498,1.231,0.0004152,0.0006195,0.3687,0.1468,0.2559,0.3242,8192,0,1,0.0001991,0.9292,0.9998,0.005688,0.4934,0.3594,0.4102,0.06091,0.001494,256,7,256,32,8192,0.4991,0.04903,0,0.8305,0.8305,64
66,0.01531,0.00464,0.003954,0.0644,0.01819,0.009409,0.01215,0.05715,0.07753,0.9667,0.448,1.231,0.0004141,0.0006093,0.3631,0.1469,0.2567,0.3242,8192,0,1,0.0002111,0.9292,0.9998,0.005294,0.4935,0.3594,0.4102,0.06067,0.001479,256,7,256,32,8192,0.4996,0.04846,0,0.8303,0.8305,65
67,0.01532,0.00464,0.003952,0.06452,0.0182,0.00938,0.01215,0.05728,0.07743,0.9667,0.4488,1.231,0.000408,0.000599,0.3576,0.1469,0.2567,0.3223,8192,0,1,0.0001991,0.9296,0.9998,0.005579,0.4935,0.3594,0.4102,0.06177,0.001481,256,7,256,32,8192,0.499,0.04882,0,0.8303,0.8305,66
68,0.01522,0.004603,0.003955,0.06407,0.01799,0.0094,0.01218,0.05691,0.07745,0.9671,0.447,1.231,0.0004033,0.0005887,0.3521,0.1477,0.2578,0.3262,8192,0,1,0.0001832,0.933,0.9998,0.00604,0.4938,0.3613,0.4102,0.06287,0.001513,256,7,256,32,8192,0.499,0.04801,0,0.8301,0.8305,67
69,0.01529,0.004676,0.003958,0.06406,0.01793,0.009413,0.01218,0.05695,0.07751,0.9672,0.447,1.231,0.0004074,0.0005783,0.3467,0.147,0.2559,0.3262,8192,0,1,0.0002031,0.9333,0.9998,0.005883,0.4935,0.3594,0.4102,0.06128,0.00151,256,7,256,32,8192,0.4993,0.04844,0,0.8305,0.8305,68
70,0.01493,0.004406,0.003965,0.06346,0.01765,0.009559,0.01224,0.05647,0.07805,0.9677,0.445,1.231,0.0003912,0.0005679,0.3415,0.1476,0.2559,0.3242,8192,0,1,0.0002031,0.9309,0.9998,0.005562,0.4936,0.3594,0.4102,0.06018,0.0015,256,7,256,32,8192,0.4984,0.04819,0,0.8303,0.8305,69
71,0.01485,0.004354,0.00397,0.0633,0.01749,0.00946,0.01219,0.05642,0.07772,0.968,0.4449,1.231,0.0003896,0.0005574,0.3363,0.1474,0.2578,0.3281,8192,0,1,0.000231,0.9292,0.9998,0.006105,0.4935,0.3594,0.4102,0.0636,0.001538,256,7,256,32,8192,0.4986,0.04827,0,0.83,0.8305,70
72,0.01489,0.004455,0.003966,0.06292,0.01729,0.009378,0.01218,0.05614,0.07735,0.9684,0.4435,1.231,0.0003855,0.000547,0.3311,0.1473,0.2578,0.3262,8192,0,1,0.0002071,0.9302,0.9998,0.005891,0.4933,0.3594,0.4102,0.06287,0.001558,256,7,256,32,8192,0.4993,0.04927,0,0.83,0.8305,71
73,0.0148,0.004393,0.003969,0.06276,0.01716,0.009437,0.01223,0.05605,0.07757,0.9686,0.4428,1.231,0.0003757,0.0005365,0.3261,0.1475,0.2578,0.3242,8192,0,1,0.000231,0.9216,0.9998,0.005675,0.4938,0.3594,0.4102,0.06335,0.001506,256,7,256,32,8192,0.4985,0.04751,0,0.8301,0.8305,72
