epoch,train_loss,train_loss_metric,train_loss_teacher_similarity,train_loss_positive_consistency,train_loss_quantization,train_loss_balance,train_loss_decorrelation,train_positive_hamming,train_mean_abs_bit_balance,train_mean_abs_continuous,train_pos_dist,train_neg_dist,train_positive_tail_loss,train_lr,train_temperature,val_pos_mean,val_pos_p95,val_pos_p99,val_valid_anchor_count,val_skipped_anchor_count,val_valid_anchor_ratio,val_fpr_at_tpr95,val_tpr_at_fpr_1e_4,val_roc_auc,val_eer,val_neg_mean,val_neg_p01,val_neg_p05,val_active_triplet_ratio,val_loss,val_batch_count,val_configured_finger_count,val_configured_batch_count,val_configured_batch_size,val_planned_positive_count,val_bit_one_fraction,val_bit_balance_error,val_constant_bit_ratio,val_checkpoint_selection_score,early_stop_best_selection_score,no_improve_epochs
74,0.01471,0.00431,0.003971,0.06269,0.0171,0.009379,0.01221,0.05598,0.07737,0.9687,0.4427,1.231,0.0003782,0.000526,0.3211,0.147,0.2578,0.3223,8192,0,1,0.0002549,0.9276,0.9998,0.00557,0.4932,0.3574,0.4102,0.06287,0.001511,256,7,256,32,8192,0.4982,0.04973,0,0.8301,0.8305,73
75,0.01478,0.004409,0.003975,0.06253,0.01699,0.009465,0.01225,0.0559,0.07772,0.9689,0.4421,1.23,0.000381,0.0005155,0.3162,0.1472,0.2559,0.3242,8192,0,1,0.000227,0.9203,0.9998,0.005559,0.4934,0.3594,0.4102,0.0625,0.001521,256,7,256,32,8192,0.4988,0.04893,0,0.8304,0.8305,74
76,0.01458,0.004276,0.003976,0.06201,0.01677,0.009453,0.01224,0.05547,0.07764,0.9693,0.4401,1.231,0.0003601,0.000505,0.3114,0.1475,0.2559,0.3203,8192,0,1,0.0001991,0.9292,0.9998,0.005527,0.4937,0.3594,0.4102,0.06079,0.001476,256,7,256,32,8192,0.4993,0.04839,0,0.8304,0.8305,75
77,0.01449,0.004215,0.003984,0.0619,0.01663,0.009453,0.01226,0.05544,0.07771,0.9696,0.44,1.231,0.0003637,0.0004945,0.3067,0.1476,0.2578,0.3244,8192,0,1,0.0001991,0.9281,0.9998,0.005249,0.4938,0.3594,0.4102,0.0625,0.0015,256,7,256,32,8192,0.4989,0.04789,0,0.8301,0.8305,76
78,0.0144,0.004178,0.003975,0.06155,0.01643,0.009456,0.01222,0.05519,0.07768,0.9699,0.4388,1.231,0.0003517,0.000484,0.302,0.1471,0.2559,0.3203,8192,0,1,0.0001872,0.9315,0.9999,0.00537,0.4934,0.3594,0.4102,0.05994,0.001472,256,7,256,32,8192,0.4995,0.04992,0,0.8304,0.8305,77
79,0.01433,0.004118,0.00398,0.0615,0.01638,0.009458,0.01226,0.05517,0.07769,0.97,0.4386,1.231,0.0003567,0.0004735,0.2974,0.1464,0.2559,0.3203,8192,0,1,0.000219,0.9323,0.9998,0.005054,0.4931,0.3574,0.4082,0.06116,0.001442,256,7,256,32,8192,0.4989,0.05073,0,0.8305,0.8305,78
80,0.01441,0.004249,0.003986,0.06112,0.01615,0.009517,0.0123,0.0549,0.07791,0.9705,0.4372,1.231,0.000347,0.000463,0.2929,0.1472,0.2578,0.3223,8192,0,1,0.0002469,0.9346,0.9998,0.005331,0.4934,0.3574,0.4102,0.06079,0.001477,256,7,256,32,8192,0.4988,0.04923,0,0.8301,0.8305,79
81,0.01428,0.004135,0.003992,0.06103,0.01608,0.009456,0.01224,0.05485,0.07774,0.9706,0.4371,1.231,0.0003436,0.0004526,0.2884,0.1475,0.2578,0.3242,8192,0,1,0.0002111,0.9271,0.9998,0.005785,0.4933,0.3594,0.4102,0.06079,0.001457,256,7,256,32,8192,0.4995,0.04948,0,0.83,0.8305,80
82,0.014,0.003936,0.003985,0.06049,0.01584,0.009544,0.01227,0.05444,0.07805,0.971,0.4354,1.231,0.0003253,0.0004421,0.284,0.1474,0.2578,0.3242,8192,0,1,0.0002151,0.927,0.9998,0.005616,0.4937,0.3594,0.4102,0.06482,0.00153,256,7,256,32,8192,0.4993,0.048,0,0.8301,0.8305,81
83,0.0142,0.004082,0.003998,0.06093,0.01589,0.009392,0.01225,0.05487,0.07743,0.9709,0.4372,1.231,0.0003483,0.0004317,0.2797,0.1469,0.2559,0.3244,8192,0,1,0.000219,0.9351,0.9998,0.005998,0.4934,0.3594,0.4102,0.06445,0.001541,256,7,256,32,8192,0.4988,0.04901,0,0.8304,0.8305,82
84,0.01401,0.004009,0.003993,0.06018,0.01554,0.009481,0.01226,0.05428,0.07773,0.9716,0.4346,1.231,0.00033,0.0004214,0.2754,0.1471,0.2559,0.3223,8192,0,1,0.0002111,0.9299,0.9998,0.006051,0.4936,0.3594,0.4102,0.06299,0.001513,256,7,256,32,8192,0.4991,0.04853,0,0.8304,0.8305,83
85,0.01401,0.003998,0.003995,0.06027,0.01556,0.009447,0.01231,0.05437,0.07763,0.9715,0.4346,1.231,0.0003323,0.000411,0.2712,0.1469,0.2539,0.3203,8192,0,1,0.000231,0.9257,0.9998,0.005481,0.4933,0.3574,0.4102,0.06067,0.001503,256,7,256,32,8192,0.4993,0.04932,0,0.8307,0.8305,84
86,0.01394,0.003969,0.003989,0.06003,0.0154,0.009438,0.01232,0.0542,0.07758,0.9718,0.434,1.231,0.0003255,0.0004007,0.2671,0.1466,0.2539,0.3223,8192,0,1,0.0002151,0.9315,0.9998,0.005576,0.4932,0.3574,0.4102,0.06384,0.001518,256,7,256,32,8192,0.4987,0.04989,0,0.8307,0.8305,85
87,0.01384,0.003924,0.004005,0.0596,0.01517,0.009559,0.01232,0.05387,0.07814,0.9723,0.4324,1.231,0.0003227,0.0003905,0.263,0.1474,0.2578,0.3262,8192,0,1,0.0002509,0.9216,0.9998,0.005603,0.4933,0.3594,0.4102,0.06238,0.001566,256,7,256,32,8192,0.499,0.04953,0,0.83,0.8305,86
88,0.01379,0.003905,0.004003,0.05945,0.01505,0.009407,0.01226,0.05379,0.07742,0.9725,0.432,1.231,0.0003205,0.0003803,0.259,0.147,0.2559,0.3281,8192,0,1,0.000219,0.927,0.9998,0.005534,0.4933,0.3594,0.4102,0.06262,0.001568,256,7,256,32,8192,0.4986,0.04917,0,0.8304,0.8305,87
89,0.01375,0.003865,0.004007,0.0594,0.015,0.009545,0.01236,0.05379,0.07798,0.9726,0.4319,1.231,0.0003201,0.0003701,0.2551,0.1474,0.2559,0.3262,8192,0,1,0.0002469,0.9224,0.9998,0.005503,0.4933,0.3594,0.4102,0.0625,0.001543,256,7,256,32,8192,0.4986,0.04944,0,0.8303,0.8305,88
90,0.01375,0.003914,0.00401,0.05912,0.01482,0.009536,0.01235,0.05359,0.07801,0.9729,0.4309,1.231,0.0003241,0.0003601,0.2512,0.1474,0.2559,0.3244,8192,0,1,0.0002509,0.9199,0.9998,0.005761,0.4932,0.3594,0.4102,0.06433,0.001552,256,7,256,32,8192,0.4988,0.04981,0,0.8303,0.8305,89
91,0.01362,0.003814,0.004006,0.05893,0.01468,0.00951,0.01237,0.05347,0.07789,0.9732,0.4302,1.231,0.0003182,0.00035,0.2474,0.1475,0.2559,0.3244,8192,0,1,0.0002389,0.9276,0.9998,0.006011,0.4934,0.3574,0.4102,0.06201,0.001559,256,7,256,32,8192,0.499,0.04914,0,0.8303,0.8305,90
92,0.01347,0.003713,0.004013,0.05864,0.01454,0.0094,0.01231,0.05324,0.07742,0.9734,0.4295,1.231,0.0002971,0.0003401,0.2436,0.1473,0.2559,0.3242,8192,0,1,0.0002429,0.9226,0.9998,0.005633,0.4933,0.3574,0.4102,0.0625,0.001552,256,7,256,32,8192,0.4985,0.0497,0,0.8303,0.8305,91
93,0.01348,0.003756,0.004011,0.0584,0.01443,0.009445,0.01232,0.05307,0.07764,0.9736,0.4283,1.231,0.0003079,0.0003302,0.2399,0.1472,0.2578,0.3262,8192,0,1,0.0002748,0.9138,0.9998,0.005691,0.4933,0.3594,0.4102,0.06348,0.001557,256,7,256,32,8192,0.4993,0.04958,0,0.83,0.8305,92
94,0.01339,0.003675,0.004017,0.05837,0.01433,0.009496,0.01236,0.0531,0.07784,0.9738,0.4286,1.231,0.0002998,0.0003204,0.2362,0.1479,0.2578,0.3244,8192,0,1,0.0002628,0.9281,0.9998,0.005995,0.4937,0.3594,0.4102,0.06189,0.001584,256,7,256,32,8192,0.4993,0.04803,0,0.83,0.8305,93
95,0.01341,0.003719,0.004019,0.05817,0.01424,0.009434,0.01237,0.05294,0.07757,0.974,0.4275,1.231,0.000302,0.0003107,0.2326,0.1476,0.2559,0.3262,8192,0,1,0.0002469,0.9252,0.9998,0.005941,0.4935,0.3594,0.4102,0.06274,0.001585,256,7,256,32,8192,0.4994,0.04862,0,0.8303,0.8305,94
96,0.01326,0.003611,0.004015,0.058,0.01405,0.009521,0.01241,0.05288,0.07798,0.9743,0.4275,1.231,0.0002969,0.0003011,0.2291,0.1471,0.2559,0.3185,8192,0,1,0.0002589,0.9286,0.9998,0.005979,0.4932,0.3594,0.4102,0.06335,0.001533,256,7,256,32,8192,0.4994,0.04993,0,0.8303,0.8305,95
97,0.01316,0.003579,0.004017,0.05752,0.01382,0.009503,0.01238,0.0525,0.07784,0.9747,0.4256,1.231,0.0002842,0.0002916,0.2256,0.1478,0.2578,0.3242,8192,0,1,0.0002628,0.9257,0.9998,0.005925,0.4935,0.3594,0.4102,0.06348,0.00159,256,7,256,32,8192,0.499,0.04855,0,0.8299,0.8305,96
98,0.01326,0.003653,0.004021,0.05773,0.01385,0.009454,0.01238,0.05271,0.07771,0.9747,0.4265,1.231,0.0002963,0.0002822,0.2222,0.1472,0.2548,0.3281,8192,0,1,0.0002549,0.9288,0.9998,0.005784,0.4934,0.3594,0.4102,0.06311,0.001604,256,7,256,32,8192,0.4989,0.04876,0,0.8305,0.8305,97
99,0.01322,0.003626,0.004025,0.05763,0.01377,0.009477,0.0124,0.05265,0.07771,0.9748,0.4264,1.231,0.0002877,0.0002728,0.2188,0.1473,0.2559,0.3242,8192,0,1,0.0002708,0.9198,0.9998,0.005919,0.4932,0.3574,0.4102,0.0647,0.001583,256,7,256,32,8192,0.4985,0.04979,0,0.8303,0.8305,98
100,0.01305,0.003538,0.004025,0.05713,0.01349,0.009563,0.01243,0.05228,0.07816,0.9753,0.4245,1.231,0.0002809,0.0002636,0.2154,0.147,0.2539,0.3223,8192,0,1,0.0002429,0.921,0.9998,0.005798,0.4931,0.3574,0.4102,0.06323,0.00156,256,7,256,32,8192,0.499,0.05021,0,0.8306,0.8305,99
101,0.01307,0.003567,0.004024,0.05708,0.01343,0.009547,0.01239,0.0523,0.078,0.9755,0.4245,1.231,0.0002801,0.0002545,0.2122,0.1467,0.2539,0.3242,8192,0,1,0.0002031,0.9255,0.9998,0.005788,0.493,0.3574,0.4082,0.06506,0.001569,256,7,256,32,8192,0.499,0.05037,0,0.8307,0.8305,100
102,0.01293,0.003461,0.00403,0.05686,0.01326,0.009541,0.01242,0.05214,0.07799,0.9758,0.4239,1.231,0.0002789,0.0002455,0.2089,0.1473,0.2559,0.3281,8192,0,1,0.000219,0.9298,0.9998,0.005907,0.4931,0.3594,0.4102,0.06311,0.001615,256,7,256,32,8192,0.4988,0.04996,0,0.8303,0.8305,101
103,0.013,0.003558,0.004033,0.05675,0.01315,0.009488,0.01242,0.05209,0.07785,0.976,0.4236,1.231,0.0002787,0.0002366,0.2057,0.1473,0.2559,0.3242,8192,0,1,0.000235,0.9293,0.9998,0.005469,0.4931,0.3574,0.4102,0.06311,0.001562,256,7,256,32,8192,0.4983,0.04979,0,0.8303,0.8305,102
104,0.01285,0.003431,0.004033,0.05662,0.01304,0.009496,0.01241,0.05204,0.0778,0.9762,0.4233,1.231,0.0002722,0.0002278,0.2026,0.1473,0.2559,0.3262,8192,0,1,0.000235,0.9243,0.9998,0.005624,0.4932,0.3574,0.4102,0.06262,0.00159,256,7,256,32,8192,0.4986,0.04962,0,0.8303,0.8305,103
105,0.0129,0.003504,0.004033,0.05648,0.01295,0.009484,0.01241,0.05195,0.0778,0.9764,0.4229,1.231,0.000277,0.0002192,0.1995,0.1471,0.2559,0.3281,8192,0,1,0.0002509,0.924,0.9998,0.00578,0.493,0.3594,0.4102,0.06567,0.001619,256,7,256,32,8192,0.4986,0.05007,0,0.8303,0.8305,104
106,0.01267,0.003305,0.004034,0.0563,0.01279,0.009445,0.0124,0.05182,0.07762,0.9766,0.4224,1.231,0.0002672,0.0002107,0.1965,0.1476,0.2567,0.3242,8192,0,1,0.0002429,0.9237,0.9998,0.005276,0.4931,0.3594,0.4102,0.06567,0.001606,256,7,256,32,8192,0.4987,0.04962,0,0.8301,0.8305,105
107,0.01273,0.003402,0.004039,0.05601,0.0127,0.009553,0.01245,0.05159,0.07809,0.9768,0.421,1.231,0.0002672,0.0002023,0.1935,0.1472,0.2559,0.3242,8192,0,1,0.0002429,0.9247,0.9998,0.005829,0.493,0.3574,0.4102,0.06433,0.001571,256,7,256,32,8192,0.4988,0.05033,0,0.8303,0.8305,106
108,0.01265,0.003337,0.004037,0.05603,0.01256,0.009518,0.01245,0.05167,0.0779,0.9771,0.4215,1.231,0.0002644,0.000194,0.1905,0.1477,0.2578,0.3262,8192,0,1,0.0002628,0.927,0.9998,0.005299,0.4933,0.3594,0.4102,0.06409,0.001588,256,7,256,32,8192,0.4989,0.04956,0,0.8299,0.8305,107
109,0.01268,0.003403,0.004037,0.05577,0.0124,0.009556,0.01248,0.05152,0.0781,0.9774,0.4205,1.231,0.0002634,0.0001859,0.1876,0.1478,0.2559,0.3242,8192,0,1,0.000219,0.9259,0.9998,0.005641,0.4934,0.3594,0.4102,0.06323,0.001539,256,7,256,32,8192,0.4992,0.04925,0,0.8302,0.8305,108
110,0.01265,0.003398,0.004038,0.05561,0.0123,0.009591,0.01244,0.05142,0.0782,0.9775,0.4203,1.231,0.0002599,0.000178,0.1848,0.1477,0.2559,0.3242,8192,0,1,0.000231,0.9266,0.9998,0.00562,0.4934,0.3594,0.4102,0.06616,0.001579,256,7,256,32,8192,0.4993,0.04897,0,0.8303,0.8305,109
111,0.01249,0.003272,0.004039,0.05542,0.01216,0.009579,0.01251,0.05133,0.07814,0.9778,0.4196,1.231,0.0002612,0.0001702,0.182,0.1475,0.2559,0.3262,8192,0,1,0.0002151,0.9323,0.9998,0.005599,0.4932,0.3574,0.4102,0.06372,0.001579,256,7,256,32,8192,0.4993,0.04964,0,0.8303,0.8305,110
112,0.0125,0.003299,0.00404,0.05532,0.01206,0.009557,0.01248,0.05124,0.07803,0.978,0.4193,1.231,0.0002566,0.0001625,0.1792,0.1475,0.2567,0.3244,8192,0,1,0.0002549,0.9296,0.9998,0.005727,0.4933,0.3574,0.4102,0.06482,0.0016,256,7,256,32,8192,0.499,0.04912,0,0.8301,0.8305,111
113,0.01248,0.003297,0.004046,0.05527,0.01197,0.009544,0.01248,0.05125,0.07806,0.9782,0.4193,1.231,0.0002554,0.000155,0.1765,0.1474,0.2559,0.3244,8192,0,1,0.0002589,0.9319,0.9998,0.005723,0.4931,0.3594,0.4102,0.0625,0.001548,256,7,256,32,8192,0.4989,0.04971,0,0.8303,0.8305,112
114,0.01242,0.003295,0.004047,0.05485,0.01175,0.009601,0.01251,0.05092,0.07823,0.9786,0.4177,1.231,0.0002488,0.0001476,0.1738,0.1472,0.2559,0.3242,8192,0,1,0.0002151,0.9253,0.9998,0.005517,0.4932,0.3574,0.4102,0.0625,0.001562,256,7,256,32,8192,0.4992,0.04955,0,0.8303,0.8305,113
115,0.01239,0.003289,0.004042,0.05477,0.01165,0.009526,0.01248,0.05091,0.07798,0.9788,0.4176,1.231,0.0002529,0.0001404,0.1711,0.1471,0.2559,0.3244,8192,0,1,0.0002788,0.927,0.9998,0.00552,0.4931,0.3574,0.4102,0.06396,0.001559,256,7,256,32,8192,0.4989,0.04985,0,0.8303,0.8305,114
116,0.0123,0.003215,0.004044,0.05468,0.01155,0.009509,0.01248,0.05088,0.07787,0.9789,0.4173,1.231,0.0002509,0.0001334,0.1685,0.1479,0.2578,0.3262,8192,0,1,0.0002947,0.9274,0.9998,0.005746,0.4934,0.3594,0.4102,0.06519,0.001605,256,7,256,32,8192,0.4992,0.04881,0,0.8299,0.8305,115
117,0.01228,0.003211,0.004049,0.0546,0.0114,0.009653,0.01253,0.05087,0.07849,0.9792,0.4176,1.231,0.0002462,0.0001266,0.166,0.147,0.2539,0.3223,8192,0,1,0.0001912,0.9301,0.9998,0.005515,0.493,0.3574,0.4102,0.06421,0.001553,256,7,256,32,8192,0.4991,0.05025,0,0.8306,0.8305,116
118,0.01225,0.003209,0.004051,0.05447,0.0113,0.009537,0.01252,0.05082,0.0779,0.9794,0.4172,1.231,0.0002529,0.0001199,0.1634,0.147,0.2559,0.3224,8192,0,1,0.0002509,0.9312,0.9998,0.005258,0.4929,0.3574,0.4102,0.06348,0.001545,256,7,256,32,8192,0.4989,0.05064,0,0.8303,0.8305,117
119,0.01224,0.003203,0.004055,0.05444,0.01124,0.009573,0.01253,0.05081,0.07821,0.9795,0.4171,1.231,0.0002472,0.0001134,0.1609,0.1474,0.2578,0.3262,8192,0,1,0.0002389,0.9248,0.9998,0.005513,0.4931,0.3574,0.4102,0.0636,0.001565,256,7,256,32,8192,0.499,0.05007,0,0.83,0.8305,118
120,0.01218,0.003175,0.004058,0.05426,0.01106,0.009542,0.01249,0.05072,0.07802,0.9798,0.4168,1.231,0.0002368,0.000107,0.1585,0.1475,0.2578,0.3262,8192,0,1,0.0002668,0.9265,0.9998,0.005414,0.4932,0.3574,0.4102,0.06311,0.001576,256,7,256,32,8192,0.4988,0.04988,0,0.8299,0.8305,119
121,0.01207,0.003131,0.004057,0.05381,0.01085,0.009634,0.01253,0.05038,0.0784,0.9802,0.415,1.231,0.0002354,0.0001009,0.1561,0.1471,0.2567,0.3242,8192,0,1,0.0002628,0.9242,0.9998,0.005752,0.493,0.3574,0.4102,0.06299,0.001565,256,7,256,32,8192,0.4987,0.05051,0,0.8301,0.8305,120
122,0.01209,0.00317,0.004052,0.05374,0.01074,0.009557,0.01254,0.05035,0.07806,0.9804,0.415,1.231,0.0002367,9.489e-05,0.1537,0.147,0.2559,0.3244,8192,0,1,0.000219,0.9327,0.9998,0.00572,0.4929,0.3574,0.4102,0.06311,0.001547,256,7,256,32,8192,0.499,0.051,0,0.8303,0.8305,121
123,0.01207,0.00317,0.004056,0.05367,0.01061,0.009586,0.01257,0.05036,0.07825,0.9807,0.4148,1.231,0.0002427,8.91e-05,0.1514,0.1473,0.2559,0.3262,8192,0,1,0.000227,0.9294,0.9998,0.005716,0.4932,0.3574,0.4102,0.06372,0.001571,256,7,256,32,8192,0.499,0.05005,0,0.8303,0.8305,122
124,0.01197,0.003098,0.004057,0.05353,0.01051,0.009568,0.01255,0.05029,0.07814,0.9809,0.4145,1.231,0.0002408,8.35e-05,0.1491,0.1471,0.2559,0.3242,8192,0,1,0.0002429,0.9342,0.9998,0.005723,0.4931,0.3574,0.4102,0.06165,0.001548,256,7,256,32,8192,0.4989,0.05008,0,0.8303,0.8305,123
125,0.01203,0.003154,0.004058,0.05364,0.01043,0.009508,0.01252,0.05045,0.0779,0.981,0.4152,1.231,0.0002369,7.808e-05,0.1468,0.1471,0.2559,0.3262,8192,0,1,0.0002429,0.9301,0.9998,0.005755,0.4931,0.3574,0.4102,0.06335,0.001583,256,7,256,32,8192,0.4989,0.0503,0,0.8303,0.8305,124
126,0.01201,0.003179,0.004061,0.05333,0.01026,0.009617,0.01259,0.05022,0.07835,0.9813,0.4139,1.231,0.0002412,7.286e-05,0.1445,0.1471,0.2559,0.3262,8192,0,1,0.000219,0.9296,0.9998,0.005604,0.4931,0.3574,0.4102,0.06299,0.001587,256,7,256,32,8192,0.4987,0.04998,0,0.8303,0.8305,125
127,0.01198,0.003168,0.004061,0.05325,0.01015,0.009594,0.01259,0.05019,0.07827,0.9815,0.4139,1.231,0.0002375,6.784e-05,0.1423,0.1472,0.2559,0.3242,8192,0,1,0.000235,0.9255,0.9998,0.005557,0.4931,0.3574,0.4102,0.06506,0.0016,256,7,256,32,8192,0.4988,0.05002,0,0.8303,0.8305,126
128,0.01184,0.003057,0.004066,0.05312,0.01002,0.009552,0.01252,0.05012,0.07802,0.9818,0.4138,1.231,0.0002271,6.301e-05,0.1402,0.1468,0.2559,0.3242,8192,0,1,0.0002429,0.925,0.9998,0.005719,0.4929,0.3574,0.4082,0.06616,0.001585,256,7,256,32,8192,0.499,0.05079,0,0.8303,0.8305,127
129,0.01189,0.003107,0.004066,0.05312,0.009924,0.009586,0.01259,0.0502,0.07821,0.9819,0.4138,1.231,0.000231,5.838e-05,0.138,0.147,0.2559,0.3242,8192,0,1,0.0002389,0.9288,0.9998,0.005675,0.493,0.3574,0.4102,0.06543,0.00159,256,7,256,32,8192,0.4987,0.05025,0,0.8303,0.8305,128
130,0.01187,0.00311,0.004072,0.05303,0.009768,0.009485,0.01254,0.05017,0.07779,0.9822,0.414,1.231,0.0002338,5.395e-05,0.1359,0.1473,0.2559,0.3262,8192,0,1,0.0002469,0.9331,0.9998,0.005711,0.4931,0.3574,0.4102,0.06445,0.001584,256,7,256,32,8192,0.4987,0.04996,0,0.8303,0.8305,129
131,0.01189,0.003184,0.00406,0.0527,0.009602,0.009675,0.01261,0.04994,0.07853,0.9825,0.4124,1.231,0.0002318,4.972e-05,0.1339,0.1473,0.2559,0.3244,8192,0,1,0.000219,0.9268,0.9998,0.005535,0.4931,0.3574,0.4102,0.06555,0.00158,256,7,256,32,8192,0.4988,0.05009,0,0.8303,0.8305,130
132,0.01162,0.002956,0.004068,0.05247,0.009429,0.009553,0.01259,0.04976,0.07805,0.9829,0.4118,1.231,0.0002177,4.57e-05,0.1318,0.1474,0.2559,0.3242,8192,0,1,0.000227,0.928,0.9998,0.005477,0.4932,0.3574,0.4102,0.06604,0.001592,256,7,256,32,8192,0.4988,0.04984,0,0.8303,0.8305,131
133,0.01165,0.002982,0.004066,0.05252,0.009387,0.00958,0.0126,0.04986,0.07817,0.9829,0.4126,1.231,0.0002209,4.188e-05,0.1298,0.1474,0.2559,0.3244,8192,0,1,0.000219,0.9276,0.9998,0.005598,0.4931,0.3574,0.4102,0.06494,0.001587,256,7,256,32,8192,0.499,0.05009,0,0.8302,0.8305,132
134,0.01162,0.002961,0.004072,0.05256,0.00927,0.009578,0.01258,0.04997,0.07818,0.9832,0.4128,1.231,0.0002245,3.828e-05,0.1278,0.1473,0.2559,0.3242,8192,0,1,0.000223,0.9318,0.9998,0.005848,0.4932,0.3574,0.4102,0.06494,0.001596,256,7,256,32,8192,0.4989,0.04996,0,0.8303,0.8305,133
135,0.01166,0.003037,0.004074,0.05232,0.009142,0.009509,0.01255,0.04979,0.07793,0.9834,0.4121,1.231,0.0002241,3.488e-05,0.1259,0.1472,0.2539,0.3242,8192,0,1,0.000219,0.9285,0.9998,0.005573,0.4931,0.3574,0.4102,0.06458,0.001569,256,7,256,32,8192,0.4989,0.05015,0,0.8306,0.8305,134
136,0.01156,0.002962,0.004071,0.05218,0.008989,0.009562,0.0126,0.04971,0.07807,0.9837,0.4116,1.231,0.0002188,3.17e-05,0.124,0.1469,0.2539,0.3242,8192,0,1,0.0002111,0.936,0.9998,0.005513,0.493,0.3574,0.4102,0.06531,0.001561,256,7,256,32,8192,0.4988,0.05043,0,0.8306,0.8305,135
137,0.01159,0.003022,0.004067,0.05208,0.008862,0.009615,0.01261,0.04967,0.07836,0.9839,0.4112,1.231,0.000223,2.873e-05,0.1221,0.147,0.2559,0.3224,8192,0,1,0.0002628,0.9294,0.9998,0.005738,0.493,0.3574,0.4102,0.0647,0.001568,256,7,256,32,8192,0.4989,0.05046,0,0.8303,0.8305,136
138,0.01164,0.003076,0.004076,0.05211,0.008759,0.009571,0.0126,0.04976,0.07814,0.9841,0.4116,1.231,0.0002296,2.597e-05,0.1202,0.1469,0.2559,0.3242,8192,0,1,0.0002509,0.9261,0.9998,0.005547,0.493,0.3574,0.4101,0.06421,0.001575,256,7,256,32,8192,0.499,0.0505,0,0.8303,0.8305,137
139,0.01156,0.00299,0.004076,0.05217,0.008683,0.009601,0.01264,0.04988,0.07829,0.9842,0.4123,1.231,0.0002227,2.344e-05,0.1184,0.1469,0.2559,0.3242,8192,0,1,0.0002668,0.9316,0.9998,0.005525,0.493,0.3574,0.4082,0.06335,0.001571,256,7,256,32,8192,0.499,0.05045,0,0.8303,0.8305,138
140,0.01161,0.003079,0.004077,0.052,0.008527,0.009596,0.01261,0.04978,0.07824,0.9845,0.4118,1.231,0.0002268,2.111e-05,0.1166,0.147,0.2559,0.3242,8192,0,1,0.0002509,0.9325,0.9998,0.005442,0.493,0.3574,0.4102,0.06421,0.001572,256,7,256,32,8192,0.4989,0.05033,0,0.8303,0.8305,139
141,0.01151,0.003,0.00408,0.05185,0.008385,0.009607,0.01263,0.0497,0.07829,0.9848,0.4114,1.231,0.000222,1.901e-05,0.1148,0.1469,0.2559,0.3242,8192,0,1,0.0002509,0.9285,0.9998,0.005604,0.493,0.3574,0.4082,0.06543,0.001577,256,7,256,32,8192,0.4988,0.05041,0,0.8303,0.8305,140
142,0.01137,0.002901,0.004078,0.05161,0.008233,0.009574,0.01265,0.04952,0.07819,0.9851,0.4109,1.231,0.0002104,1.712e-05,0.1131,0.147,0.2559,0.3242,8192,0,1,0.0002429,0.9292,0.9998,0.00552,0.4931,0.3574,0.4102,0.06567,0.00158,256,7,256,32,8192,0.4989,0.0502,0,0.8303,0.8305,141
143,0.01146,0.003017,0.004076,0.05149,0.008127,0.009602,0.01263,0.04945,0.07832,0.9853,0.4102,1.231,0.000216,1.546e-05,0.1113,0.1469,0.2559,0.3244,8192,0,1,0.000235,0.9286,0.9998,0.005535,0.493,0.3574,0.4102,0.06519,0.001559,256,7,256,32,8192,0.4989,0.05044,0,0.8303,0.8305,142
144,0.01143,0.002965,0.004081,0.05172,0.008035,0.009642,0.01264,0.04973,0.07842,0.9854,0.4117,1.231,0.0002176,1.401e-05,0.1096,0.1469,0.2559,0.3262,8192,0,1,0.0002469,0.9301,0.9998,0.005525,0.4931,0.3574,0.4102,0.06396,0.001558,256,7,256,32,8192,0.4989,0.05031,0,0.8303,0.8305,143
145,0.01142,0.002996,0.00408,0.05149,0.007894,0.009677,0.01266,0.04956,0.07852,0.9857,0.4107,1.231,0.0002191,1.279e-05,0.108,0.1469,0.2559,0.3242,8192,0,1,0.0002509,0.9351,0.9998,0.005385,0.4931,0.3574,0.4102,0.06335,0.001564,256,7,256,32,8192,0.4989,0.05032,0,0.8303,0.8305,144
146,0.01148,0.003058,0.004079,0.0516,0.007822,0.009565,0.01264,0.0497,0.07805,0.9858,0.4114,1.231,0.0002228,1.178e-05,0.1063,0.147,0.2559,0.3242,8192,0,1,0.0002509,0.9313,0.9998,0.005455,0.4931,0.3574,0.4102,0.06421,0.001569,256,7,256,32,8192,0.499,0.05018,0,0.8303,0.8305,145
147,0.01135,0.00297,0.004079,0.0513,0.00766,0.009609,0.01268,0.04947,0.07828,0.9861,0.4103,1.231,0.0002188,1.1e-05,0.1047,0.1469,0.2539,0.3223,8192,0,1,0.0002071,0.9314,0.9998,0.005454,0.493,0.3574,0.4102,0.06433,0.001568,256,7,256,32,8192,0.499,0.05031,0,0.8306,0.8305,146
148,0.01137,0.002952,0.004083,0.05169,0.00764,0.009532,0.01261,0.04989,0.07796,0.9862,0.4125,1.231,0.00022,1.045e-05,0.1031,0.1468,0.2548,0.3242,8192,0,1,0.0002031,0.9324,0.9998,0.005442,0.493,0.3574,0.4102,0.0647,0.001555,256,7,256,32,8192,0.499,0.05044,0,0.8305,0.8305,147
